#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-27T21:17:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ea74b405e01	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+AS/124/75&tab:{J/A+AS/124/75/systems}&key:source=J/A+AS/124/75/systems&HTTPPRM:&
#-source=J/A+AS/124/75/systems
#-order=I
#-out=IDS
#-out=Level
#-out=Comp
#-out=Type
#-out=logP
#-out=Sep
#-out=x_Sep
#-out=PA
#-out=Vmag1
#-out=SP1
#-out=Vmag2
#-out=SP2
#-out=Mass1
#-out=MCode1
#-out=Mass2
#-out=MCode2
#-out=Rem
#-out.all=2
#

#RESOURCE=yCat_41240075
#Name: J/A+AS/124/75
#Title: Multiple star catalogue (MSC) (Tokovinin 1997-1999)
#Table	J_A_AS_124_75_systems:
#Name: J/A+AS/124/75/systems
#Title: Individual subsystems
#Column	IDS	(a10)	IDS(1900)	[ucd=meta.id;meta.main]
#Column	Level	(I4)	Level in hierarchy (1)	[ucd=meta.code.multip]
#Column	Comp	(A3)	Component designation	[ucd=meta.id]
#Column	Type	(a6)	Observing technique/status (2)	[ucd=meta.code;obs]
#Column	logP	(F5.2)	? Logarithm (10) of period in days	[ucd=time.period]
#Column	Sep	(F8.3)	Separation or axis	[ucd=pos.angDistance]
#Column	x_Sep	(A1)	['"m] Units of sep. (',",m)	[ucd=meta.unit]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Vmag1	(F5.2)	V-magnitude of the primary	[ucd=phot.mag;em.opt.V]
#Column	SP1	(a5)	Spectral type of the primary	[ucd=src.spType]
#Column	Vmag2	(F5.2)	V-magnitude of the secondary	[ucd=phot.mag;em.opt.V]
#Column	SP2	(a5)	Spectral type of the secondary	[ucd=src.spType]
#Column	Mass1	(F6.2)	Mass of the primary	[ucd=phys.mass]
#Column	MCode1	(A1)	Mass estimation code for primary (3)	[ucd=meta.code]
#Column	Mass2	(F6.2)	Mass of the secondary	[ucd=phys.mass]
#Column	MCode2	(A1)	Mass estimation code for secondary (3)	[ucd=meta.code]
#Column	Rem	(a20)	Remark	[ucd=meta.note]
IDS|Level|Comp|Type|logP|Sep|x_Sep|PA|Vmag1|SP1|Vmag2|SP2|Mass1|MCode1|Mass2|MCode2|Rem
15556+1158|   1|CA |Cmhr  | 6.49|   5.980|"|147| 9.77|G0V  | 9.82|     |  1.10|a|  1.90|s|STF 1992
15556+1158|  12|AB |v     | 4.66|   0.310|"|144| 9.82|     |11.15|     |  1.10|*|  0.80|*|A 1639
15563-2225|   1|AB |v     | 4.89|   0.288|"|347|11.30|K5e  | 0.00|     |  0.78|s|  0.48|:|AJ 106 2005 1993
15563-2225|  11|Aab|S1    | 0.38|   0.265|m|  0|11.30|K5e  | 0.00|     |  1.20|*|  0.58|m|AJ 98 987 1989
15589-1105|   1|AD |Cmrp  | 8.01| 281.000|"|169| 4.77|F5IV | 7.40|G8V  |  3.39|s|  1.61|s|HD 144087/88
15589-1105|  11|AC |Cmrp  | 5.69|   7.000|"| 50| 4.77|F5IV | 7.30|dG7  |  2.54|s|  0.85|a|Wo 9540C
15589-1105|  12|DE |Cmrp  | 6.17|  11.390|"|100| 7.46|G8V  | 8.03|K0V  |  0.83|a|  0.78|a|ADS 9910, STF 1999
15589-1105| 111|AB |V,S1  | 4.22|   0.671|"|169| 4.90|F5IV | 5.00|F6V  |  1.29|a|  1.25|a|HR 5977, HD 144069
15593-3235|   1|AC |Cmh   | 6.29|   9.600|"|  8| 8.34|G9V  |11.10|K5V  |  1.56|s|  0.69|a|Wo 9543C
15593-3235|  11|AB |V     | 4.69|   0.820|"|124| 8.34|G9V  | 9.00|K1V  |  0.80|a|  0.76|a|SEE 264
15596-1932|   1|AC |Cmrh  | 6.66|  13.600|"| 21| 2.62|B1V  | 4.92|B2V  | 27.79|s| 18.28|s|HR 5985 HD 144218
15596-1932|  11|AB |v     | 4.62|   0.500|"|275| 2.67|B1V  | 5.98|     | 23.10|s|  4.69|v|BU 947
15596-1932|  12|CE |o,v,s?| 3.83|   0.129|"| 41| 4.92|B2V  | 7.60|     | 13.24|a|  5.04|v|McA 42
15596-1932| 111|Aab|S2,V  | 0.83|   1.420|m|  0| 2.40|B1V  | 3.72|B1.5V| 13.50|*|  9.60|*|A&A 322 565 1997
16004-0601|   1|AB |v     | 5.17|   1.100|"|104| 6.64|F2IV | 9.06|     |  3.08|s|  0.84|v|Bu 948
16004-0601|  11|Aab|V     | 3.25|   0.066|"|  0| 7.39|F2IV | 7.39|     |  1.54|a|  1.54|v|Fin 384
16012+1057|   1|AB |Cm    | 8.24| 226.000|"|287| 8.28|G8IV |13.80|     |  2.26|s|  1.12|s|LDS 6310
16012+1057|  11|AC |v,s   | 3.84|   0.230|"|351| 8.59|G8IV | 9.79|     |  1.25|s|  1.01|s|HIP, A&A 171 157
16012+1057| 111|Aab|S1,E  | 0.63|   1.379|m|  0| 8.59|G8IV | 0.00|     |  0.83|a|  0.42|m|SB 885, NQ Ser
16012+1057| 112|Cab|S1    | 1.04|   2.416|m|  0| 9.79|K2V? | 0.00|     |  0.74|a|  0.27|m|A&A 171 157 1987
16019-3849|   1|AC |Cmrph | 8.20|  44.100|"|184| 6.65|A3III| 7.05|A7IVe|  3.04|s|  3.05|s|HR 5999 HD 144668
16019-3849|  11|AB |c     | 7.70|  16.200|"|298| 6.65|A3III|13.30|     |  2.55|a|  0.49|v|SEE 265
16019-3849|  12|CD |v     | 6.06|   1.300|"|105| 7.05|A7IVe|11.70|     |  2.44|s|  0.61|v|RST 3930
16019-3849| 121|Ca |s     | 1.66|   1.411|m|  0| 7.05|A7IVe| 0.00|     |  1.94|a|  0.50|*|A&AS 78 1 1989
16062-1912|   1|AC |Cmrph | 7.39|  41.100|"|337| 4.01|B3V  | 6.30|B9III| 25.98|s|  9.84|s|HR 6026 HD 145501
16062-1912|  11|AB |v     | 5.22|   1.305|"|  2| 4.37|B3V  | 5.40|     | 18.47|s|  7.51|v|BU 120
16062-1912|  12|CD |v     | 5.70|   2.000|"| 53| 6.90|B9III| 7.39|B9III|  3.88|a|  5.96|s|MTL
16062-1912| 111|AP |v     | 3.32|   0.063|"|165| 4.37|B2IV | 0.00|     | 12.11|s|  6.36|:|CHARA 146
16062-1912| 122|Da |s     |     |   0.000| |  0| 7.39|B9III| 0.00|     |  3.88|a|  2.08|:|A&AS 52 471 1983
16062-1912|1111|Aab|S1    | 0.74|   1.057|m|  0| 4.37|B3V  | 6.90|     | 10.96|a|  1.15|m|SB 889
16071+5812|   1|AB |Ch?   | 6.96|  12.300|"|140| 6.33|A1V  |10.60|     |  4.62|s|  0.91|v|ES
16071+5812|  11|Aab|s,a   |     |   0.000| |  0| 6.33|A1V  | 0.00|     |  2.98|a|  1.64|:|HIPPARCOS
16086+1348|   1|AB |Chpr  | 5.40|   4.139|"|352| 7.36|G8V  | 7.50|G8V  |  1.38|s|  0.83|a|STF 2021
16086+1348|  11|Aab|v?    | 3.57|   0.214|"|124| 7.36|G8V  | 0.00|     |  0.83|a|  0.55|:|CHARA 52
16109+3407|   1|AP |Cmp   | 8.49| 633.000|"|  0| 5.64|G0V  |12.31|M3.5 |  3.25|s|  0.31|a|Gl 615.2 C
16109+3407|  11|AB |V     | 5.56|   6.599|"|233| 5.64|G0V  | 6.72|G1V  |  2.19|s|  1.06|a|HR 6064 HD 146362
16109+3407| 111|Aab|S2    | 0.06|   1.279|m|  0| 5.64|G0V  | 0.00|     |  1.10|a|  1.09|q|SB 894, TZ CrB
16111-0644|   1|AB |v     | 7.21|   2.400|"| 91|10.60|A0   |12.00|     |  4.95|s|  2.08|v|RST 3939
16111-0644|  11|Aab|E     | 0.39|   0.061|m|  0|10.60|A0   | 0.00|     |  3.20|a|  1.75|:|SW Oph
16151-2521|   1|AP |v,o   | 4.84|   0.430|"|258| 3.03|B1III| 5.21|     | 18.95|s|  6.91|v|BLM; HIPPARCOS
16151-2521|  11|Aab|S1    | 1.53|   2.420|m|  0| 3.30|B1III| 5.30|     | 15.54|a|  3.41|m|SB 896
16198+3335|   1|AC |v     | 5.43|   1.100|"| 36| 9.60|G0   | 9.90|     |  2.17|s|  1.02|v|BU 951
16198+3335|  11|AB |v     | 4.35|   0.184|"| 52| 9.60|G0   | 9.70|     |  1.10|a|  1.07|v|VBS 26
16198-4719|   1|AB |Chmp  | 7.59|  22.800|"|335| 4.47|B4V  | 7.46|B9V  | 12.52|s|  3.84|a|HD 147970 CD-4710764
16198-4719|  11|Aab|S2    | 0.51|   0.400|m|  0| 4.47|B4V  | 0.00|B9.5 |  8.68|a|  3.84|a|SB 902
16206+3716|   1|AB |Cmrh  | 6.78|   8.280|"|341| 8.40|K0V  | 8.74|0.71 |  1.47|s|  1.00|*|STF 2044
16206+3716|  11|Aab|S1    | 1.34|   1.646|m|  0| 8.40|K0IV |15.20|M2V? |  1.10|*|  0.37|a|A&AS 136 373 1999
16224-0809|   1|AB |v     | 4.05|   0.460|"|209| 4.65|A3m  | 8.77|     |  4.70|s|  0.83|v|RST 3949
16224-0809|  11|Aab|S2    | 1.43|   7.920|m|  0| 4.65|A3m  | 0.00|     |  2.54|a|  2.16|q|SB 904
16225+6155|   1|AB |v     | 5.29|   1.052|"|353| 6.05|G8III| 7.00|     |  5.66|s|  2.72|v|STF 2054
16225+6155|  11|Aab|v     | 4.33|   0.211|"|174| 6.05|G8III| 0.00|     |  3.68|a|  1.98|:|CHARA 138
16252-2421|   1|AB |v     | 4.48|   0.157|"|135|12.00|K7   | 0.00|     |  1.54|s|  0.80|s|AJ 106 2005 1993
16252-2421|  11|Aab|S1    | 1.95|   2.795|m|  0|12.00|K7   | 0.00|     |  1.20|*|  0.34|m|AJ 98 987 1989
16252-2421|  12|Bab|o     | 3.23|   0.016|"|  0| 8.20|     | 8.50|     |  0.80|*|  0.00| |
16259+0212|   1|AC |Ch    | 7.85| 119.200|"|170| 3.82|A0V+ |10.70|     |  5.52|s|  0.54|v|STF 2055
16259+0212|  11|AB |V,A   | 4.67|   0.910|"|170| 4.17|A0V  | 5.21|A4V  |  3.20|a|  2.32|a|STF 2055
16295-0400|   1|AB |Cmp   | 9.12| 600.000|"| 37| 9.62|G5Ve |13.88|1.43 |  1.35|s|  0.55|a|Gl 629.2B, GIC
16295-0400|  11|Aab|S1    | 2.12|   0.012|"|  0| 9.62|G5Ve | 0.00|     |  0.90|a|  0.45|m|A&A 248 485 1991 DM
16296+3043|   1|AB |Ch    | 6.47|   3.800|"| 34| 6.66|F0III|13.90|     |  2.61|s|  0.36|v|BU 818
16296+3043|  11|Aab|S1    | 0.53|   0.402|m|  0| 6.66|F0III| 0.00|     |  1.70|a|  0.91|m|SB 910
16310+1715|   1|AB |Cmp   | 8.74| 156.600|"|360| 6.41|A2V  | 7.25|A2V  |  4.46|s|  2.76|a|HD 149631 BD+17 3054
16310+1715|  11|Aab|S2    | 1.02|   0.961|m|  0| 6.87|A2V  | 7.57|     |  2.76|a|  1.70|q|SB 911
16314-5648|   1|AB |Ch    | 5.78|   3.595|"|122| 6.65|B9IV | 7.79|0.03 |  5.90|s|  3.20|a|HJ 4866
16314-5648|  11|Aab|E,s   | 0.65|   1.182|m|  0| 6.65|B9IV | 0.00|     |  3.84|a|  2.06|:|R Ara
16325+5721|   1|AB |Cm    | 6.33|  25.700|"| 23|12.87|dM4e |15.00|DQ8  |  0.49|s|  1.00|*|Gl 630.1B, LDS 1436
16325+5721|  11|Aab|S2,E  | 0.10|   1.247|m|  0|13.62|dM4e |13.62|     |  0.24|*|  0.21|*|SB 912, CM Dra
16339+5308|   1|AC |Chmrp | 8.07|  90.300|"|194| 5.08|B9V  | 6.53|A1V  |  9.74|s|  2.98|a|HR 6186 HD 150118
16339+5308|  11|AB |Chprm | 5.96|   3.208|"|106| 5.08|B9V  | 5.53|B9.5V|  5.90|s|  3.84|a|HR 6184 HD 150100
16340-2748|   1|AC |Cmph  | 7.10|   8.130|"|359| 9.19|F0V  | 9.29|0.38 |  2.86|s|  1.24|a|HJ 4878
16340-2748|  11|AB |v     | 4.66|   0.170|"|287| 9.19|F0V  |10.61|     |  1.70|a|  1.16|v|VOU 44
16357+0424|   1|AB |Cmrh  | 7.86|  69.600|"|230| 5.77|A1V  | 6.93|A3IV |  2.98|a|  3.96|s|HR 6194 HD 150379
16357+0424|  12|Bab|v     | 3.96|   0.147|"| 96| 6.93|A3IV | 0.00|     |  2.54|a|  1.42|:|CHARA 56
16363+0042|   1|Aac|E*,s  |     |   0.000| |  0| 8.40|G2V  | 0.00|     |  1.40|s|  0.65|:|AJ 103 1658 1992
16363+0042|  11|Aab|E,S2  |-0.34|   0.152|m|  0| 8.30|G2V  | 8.80|     |  1.02|a|  0.38|q|V502 Oph, SB 915
16372+6958|   1|AD |Chpm  | 8.58| 146.600|"| 47| 8.07|F5   | 8.05|F0   |  2.42|s|  2.55|s|HD 150693 BD+70 888
16372+6958|  11|AB |V     | 4.87|   0.350|"|111| 8.60|F5   | 9.10|     |  1.29|a|  1.13|v|BU 953
16372+6958|  12|DP |v     | 5.18|   0.630|"|281| 8.21|F0   |10.92|     |  1.70|a|  0.85|v|BAZ
16377+6054|   1|AB |Chmpr | 6.74|   8.200|"|  5| 8.66|G5V  | 9.57|0.64 |  2.80|s|  0.92|a|STF 2092
16377+6054|  11|Aab|S2,E  | 0.67|   0.667|m|  0| 8.79|G5V  |10.99|     |  1.40|*|  1.40|*|SB 917, WW Dra i=81
16463+4609|   1|AB |v     | 5.22|   1.780|"| 26| 4.85|A2Vp | 8.83|     |  2.76|a|  1.54|s|BU 627
16463+4609|  12|BC |V     | 4.32|   0.267|"|  0| 9.53|K0V? | 9.63|     |  0.78|a|  0.76|v|A 1866
16470-4138|   1|AC |c     | 7.02|   5.500|"|101| 5.45|B0V  |13.80|     | 33.70|s|  1.22|v|B 1833
16470-4138|  11|AB |v     | 5.48|   0.510|"| 75| 5.58|B0V  | 7.85|     | 26.13|s|  7.57|v|B 1833
16470-4138| 111|Aab|s     | 1.12|   0.578|m|  0| 5.58|B0V  | 0.00|     | 17.80|a|  8.33|:|ApJS 68 319 1988
16471-4140|   1|AB |v     | 5.85|   0.400|"| 77| 5.60|O7I  | 7.60|     |117.30|s| 20.91|v|B 1833
16471-4140|  11|AB |v     | 4.53|   0.050|"|  0| 6.11|O7I  | 0.00|     | 96.36|s| 20.91|:|CHARA 252
16471-4140| 111|Aab|S2,E  | 0.76|   0.145|m|  0| 6.11|O7I  | 0.00|     | 50.00|a| 46.36|q|Observ. 116 226 1996
16479+2850|   1|AC |Chmpr | 7.83|  82.700|"|309| 6.63|F4V  |11.61|1.20 |  2.36|s|  0.71|a|STF 2107
16479+2850|  11|AB |V     | 4.98|   1.012|"| 90| 6.86|F4V  | 8.43|G3V  |  1.38|a|  0.98|a|STF 2107
16483-4030|   1|AB |v     | 5.73|   0.230|"|  0| 6.68|O7V  | 0.00|     | 31.00|s| 13.74|:|CHARA 210
16483-4030|  11|Aab|S1    | 0.59|   0.076|m|  0| 6.68|O7V  | 0.00|     | 31.00|a|  0.00| |Fullerton 1990
16501-0809|   1|AD |Cm    | 7.18| 221.000|"|155| 9.69|M3   |16.66|2.05 |  1.15|s|  0.06|a|Gl 644C, LUY
16501-0809|  11|AP |Cmr   | 6.46|  72.100|"|315| 9.69|M3   |11.80|sdM4 |  0.89|s|  0.26|a|Gl 643, LDS 573
16501-0809| 111|AB |V     | 2.80|   0.214|"|315|10.40|M3   |10.48|     |  0.58|s|  0.31|v|KUI 75, Wolf 630
16501-0809|1111|Aab|s2    | 0.41|   5.272|m|  0|10.40|M3   | 0.00|     |  0.31|a|  0.27|:|A.Duquennoy, PhD
16516-4108|   1|AC |Cmh   | 7.32|   8.750|"|325| 8.36|F5III|11.18|     |  2.26|s|  0.67|v|B 1839
16516-4108|  11|AB |v     | 4.98|   0.220|"|198| 8.36|F5III| 9.58|     |  1.30|a|  0.96|v|B 1839
16518-3004|   1|AC |Cmph  | 7.48|  18.610|"| 91| 9.17|F3V  |10.78|0.36 |  2.79|s|  1.28|a|HJ 4903
16518-3004|  11|AB |v     | 5.93|   1.510|"|188| 9.17|F3V  | 9.53|     |  1.46|a|  1.33|v|SEE
16551+4731|   1|AC |Chmpr | 7.37| 114.000|"|262| 7.83|dK8  | 7.90|dK8  |  1.08|s|  0.97|s|HD 153525
16551+4731|  11|AB |Chmr  | 5.46|   4.910|"| 61| 7.83|dK8  |11.19|1.47 |  0.56|a|  0.52|a|A 1874
16565+3104|   1|AB |v?    | 4.65|   0.970|"|168| 3.92|A0V  | 0.00|     |  5.96|s|  1.75|:|PNOJap 2 459 1992
16565+3104|  11|Aab|S2    | 0.60|   1.795|m|  0| 4.16|A0V  | 5.66|A2V  |  3.20|a|  2.76|a|SB 941
17031-0057|   1|AB |V     | 4.70|   0.416|"| 24| 6.21|A1V+ | 8.31|     |  4.62|s|  1.59|v|A 1145
17031-0057|  11|Aab|s     |     |   0.000|"|  0| 6.21|A1V+ | 0.00|     |  2.98|a|  1.64|:|ApJS 46 247 1981
17033+5436|   1|AB |V     | 5.39|   3.945|"| 42| 5.80|F7V  | 5.83|F7V  |  1.21|a|  1.40|s|HR 6369, HD 154905
17033+5436|  12|Bab|A,S1  | 3.43|   0.158|"|  0| 5.83|F7V  | 0.00|     |  1.21|a|  0.19|m|SB 947
17044-5828|   1|AB |Chpm  | 5.72|   3.060|"|322| 7.03|F5V  | 8.82|0.66 |  1.54|s|  0.91|a|HJ 4920
17044-5828|  11|Aab|S1    | 0.46|   0.810|m|  0| 6.83|F5V  | 0.00|     |  1.29|a|  0.25|m|SB 948
17072-6650|   1|AB |Cmpr  | 6.89|  33.000|"|  1| 6.67|G5IV |13.00|M4.5 |  2.24|s|  0.26|a|LDS 587
17072-6650|  11|Aab|S2,E  | 0.23|   1.152|m|  0| 7.00|G5IV | 8.10|K0IV |  1.16|*|  1.08|*|SB 951, V824 Ara
17080+3922|   1|AC |Cmphr | 7.36|  15.340|"|112| 9.16|F8   |10.59|0.47 |  2.31|s|  1.66|s|STF 2136
17080+3922|  11|AB |v     | 5.12|   0.409|"| 13| 9.16|F8   | 9.31|     |  1.18|a|  1.13|v|HU 1178
17080+3922|  12|CD |v     | 5.89|   1.200|"| 75|10.59|0.47 |13.50|     |  1.09|a|  0.57|v|HU 1178
17092-2627|   1|AC |Cmrp  | 7.81| 732.000|"| 74| 5.07|K0V  | 6.34|K5V  |  1.54|s|  1.17|s|HD 156026, Gl 664
17092-2627|  11|AB |V     | 5.30|  13.910|"|154| 5.07|K0V  | 5.11|K1V  |  0.78|a|  0.76|a|HR 6401, HD 155885
17095+1629|   1|AB |Ch    | 6.35|   4.500|"|323| 8.83|F8V  |12.00|     |  1.55|s|  0.58|v|HO 557
17095+1629|  11|Aab|S1,E  |-0.37|   0.134|m|  0| 8.86|F8V  |11.23|     |  1.18|a|  0.37|m|SB 953, AK Her
17101+1430|   1|AB |V     | 6.12|   4.680|"|108| 3.48|M5Ib-| 5.39|G5III| 22.49|s|  6.60|s|HR 6407 HD 156015
17101+1430|  11|Aab|v,s   | 3.92|   0.192|"| 86| 3.48|M5Ib-| 0.00|     | 15.00|*|  7.49|:|CHARA 139
17101+1430|  12|Bab|S1    | 1.71|   4.324|m|  0| 5.39|G5III| 0.00|     |  4.10|*|  2.50|*|SB 955
17109+5414|   1|AC |Cmpr  | 8.24|  88.800|"|231| 6.91|F0   | 9.20|G5   |  2.63|s|  0.90|a|HD 156161,BD+54 1868
17109+5414|  11|AB |v     | 6.05|   2.800|"|225| 6.91|F0   | 9.20|     |  1.70|a|  0.93|v|STF 2146
17115+0119|   1|AB |Cp?   | 7.42|  20.400|"|358| 5.88|B5Vnn|12.14|0.83 |  9.50|s|  0.84|a|HJ 854
17115+0119|  11|Aab|S2,E  | 0.22|   0.316|m|  0| 6.48|B5Vnn| 6.80|     |  5.00|*|  4.50|*|SB 956, U Oph i=88
17121-3452|   1|AC |Chrm  | 5.93|  30.800|"|138| 5.90|K3V  |10.24|M2.5 |  1.42|s|  0.37|a|HJ 4935
17121-3452|  11|AB |V     | 4.19|   1.820|"|133| 6.30|K3V  | 7.20|K5V  |  0.73|a|  0.69|a|MLO 4
17136+3312|   1|AB |Ch    | 6.60|   4.400|"| 59| 4.82|B1.5V|10.20|     | 10.30|s|  2.46|v|STT 328
17136+3312|  11|Aab|S2,E  | 0.31|   0.261|m|  0| 5.04|B2IV | 6.67|B8III|  7.40|*|  2.90|*|SB 957 i=79
17141-1739|   1|AC |Ch    | 6.87|  11.400|"|140| 6.02|A2Vnn|11.30|     |  4.75|s|  0.68|v|BU 126
17141-1739|  11|AB |v     | 5.87|   2.330|"|262| 6.29|A2Vnn| 7.40|0.17 |  2.76|a|  1.99|a|BU 126
17177+2851|   1|AB |v     | 5.32|   0.720|"|165| 6.42|G0III| 9.41|     |  3.90|s|  1.08|v|KUI  80
17177+2851|  11|AP |v,s   | 3.66|   0.052|"|120| 6.42|G0III| 0.00|     |  2.50|a|  1.40|:|CHARA 194
17184+4004|   1|AB |V,S2  | 3.30|   0.075|"|135| 6.11|G0III| 6.82|F2V  |  1.86|*|  2.64|s|McA 47
17184+4004|  12|Bab|S1,E  | 0.35|   0.669|m|  0| 6.82|F2V  | 8.27|F8V  |  1.53|*|  1.11|*|V814 Her
17184-1136|   1|AC |Ch    | 7.37|   9.220|"| 63| 8.76|A2   |11.09|     |  4.98|s|  1.40|v|BU 242
17184-1136|  11|AB |v     | 6.06|   1.130|"| 78| 8.76|A2   | 9.47|     |  2.76|a|  2.22|v|BU 242
17195-4545|   1|AC |Chp   | 8.44| 103.000|"|313| 5.29|B7V+ | 7.10|A0V  |  8.96|s|  3.20|a|HD 157649,CD-4511527
17195-4545|  11|AB |v     | 5.98|   2.115|"|253| 5.73|B7V+ | 6.49|B9V  |  5.12|a|  3.84|a|HJ 4949
17202+3714|   1|AB |Cmrp  | 6.14|   4.100|"|320| 4.52|B9III| 5.39|A0Vn |  5.96|s|  3.20|a|HR 6484, HD 157778
17202+3714|  11|AP |v     | 4.50|   0.286|"| 22| 4.52|B9III| 0.00|     |  3.88|a|  2.08|:|McA 48
17215+0741|   1|Aac|S2,A  | 3.07|   0.018|"|  0| 6.06|A0V  | 0.00|gG4  |  6.40|s|  3.06|a|SB 963, i=79.
17215+0741|  11|Aab|S2    | 0.57|   0.351|m|  0| 6.81|A0V  | 6.81|A0V  |  3.20|a|  3.20|a|SB 962, i=65
17222-1206|   1|AC |Cp    | 6.63|   5.750|"|309| 8.39|A9V  |10.35|0.66 |  2.67|s|  0.91|a|HU 234
17222-1206|  11|AB |v     | 5.19|   0.570|"|191| 8.39|A9V  |11.06|     |  1.78|a|  0.89|v|HU 234
17230+7306|   1|Aac|S2    | 3.46|   0.055|"|  0| 8.31|K0IV |10.71|G8V  |  1.75|s|  0.83|a|Obs. 117 82 1997
17230+7306|  11|Aab|S1    | 1.34|   1.842|m|  0| 8.31|K0IV | 0.00|     |  1.10|*|  0.65|m|Obs. 117 82 1997
17235-3338|   1|AB |Chrp  | 7.75|   4.440|"|320| 6.73|B0II | 9.53|0.16 | 53.33|s|  4.32|a|HWE 39
17235-3338|  11|Aab|S1    | 1.58|   0.334|m|  0| 6.67|B0II | 0.00|     | 50.00|a|  3.33|m|SB 967
17282-3231|   1|AB |Ch?   | 7.54|   5.400|"|102| 5.70|O7V  |10.50|     | 75.11|s|  4.98|v|HJ 4962
17282-3231|  11|Aac|s,v?  | 5.60|   0.270|"| 10| 5.76|O7V  | 8.97|     | 66.40|s|  8.71|v|PNOJap. 2 459 1992
17282-3231| 111|Aab|S2,E  | 0.53|   0.107|m|  0| 6.51|O6V  | 6.51|O7V  | 35.40|a| 31.00|a|SB 974
17303+5514|   1|AB |Cmhrp | 7.28|  62.300|"|312| 4.87|A4m  | 4.88|A5V  |  2.61|s|  0.00|s|HR 6554 HD 159541
17303+5514|  11|Aab|S1    | 1.58|   9.951|m|  0| 4.87|A4m  | 0.00|     |  2.32|a|  0.29|m|SB 976
17331+2757|   1|AC |Chpm  | 6.18|   9.360|"| 64| 9.20|M0Vp |11.85|1.44 |  0.90|s|  0.54|a|KUI 83
17331+2757|  11|AB |V     | 3.94|   0.288|"|  0| 9.70|M0Vp |10.29|     |  0.47|a|  0.43|v|KUI 83
17340+6157|   1|AP |Cmpr  | 8.38| 738.300|"|159| 5.23|G0Va | 9.97|M1Ve |  2.19|s|  0.42|a|Gl 685
17340+6157|  11|AC |Cm    | 5.75|  12.300|"|162| 5.23|G0Va |11.70|     |  1.86|s|  0.33|v|LDS 2736
17340+6157| 111|AB |V,S1  | 4.44|   1.520|"|162| 5.28|G0Va | 8.64|1.10 |  1.10|a|  0.76|a|BU 962
17396-3202|   1|AB |Cm    | 5.79|  23.280|"|260|12.00|M2.5 |12.50|     |  0.37|a|  0.67|s|LDS 611
17396-3202|  12|Bab|s2    |     |   0.000| |  0|12.50|M2.5 | 0.00|     |  0.37|a|  0.30|:|A&A 344 897 1999
17419+0536|   1|AP |v     | 6.00|   0.825|"|285| 8.50|B9   |10.00|     |  3.84|s|  2.39|v|A 1161
17419+0536|  11|Aab|S1    | 0.86|   0.264|m|  0| 8.50|B9   | 0.00|     |  3.84|a|  0.00| |Abt & Biggs 1972
17423-5334|   1|AB |Chpr  | 7.72|  12.340|"|267| 5.92|B2V+ | 9.22|A1V  | 24.20|s|  2.98|a|CP-53 8799B
17423-5334|  11|Aab|S2,E  | 0.50|   0.183|m|  0| 6.51|B2V  | 6.87|B3V  | 13.24|a| 10.96|a|SB 991, V539 Ara
17425+2747|   1|AB |Cmrh  | 6.12|  34.000|"|247| 3.42|G5IV | 9.80|M3   |  0.90|a|  0.88|s|Gl 695BC, STF 2220
17425+2747|  12|BC |V     | 4.20|   1.360|"|  0|10.35|M3   |10.80|     |  0.58|s|  0.30|v|AC 7
17427+3921|   1|AB |Chpr  | 6.96|   7.900|"|349| 6.68|K3III| 9.70|F5V  |  5.74|s|  1.29|a|STF 2224
17427+3921|  11|Aab|S1    | 2.00|   3.613|m|  0| 6.68|K3III| 0.00|     |  4.60|a|  1.14|m|SB 992
17473-3443|   1|AB |V,s   | 4.86|   0.218|"|276| 6.50|B9V  | 7.30|     |  5.70|s|  2.96|v|B 1871
17473-3443|  11|Aab|S2,E  | 0.44|   0.200|m|  0| 7.30|B9V  | 7.30|B9V  |  3.20|*|  2.50|*|SB 1005, V906 Sco
17496+1109|   1|AB |V     | 3.51|   0.088|"|  0| 7.00|F5V  | 7.20|     |  2.08|s|  1.22|v|FIN 381
17496+1109|  11|Aab|E     |-0.10|   0.304|m|  0| 7.00|F5V  | 0.00|     |  1.29|a|  0.79|:|V2388 Oph
17503-3444|   1|AB |Cp    | 7.57|   9.280|"|  0| 8.60|0.171|12.29|F1V  |  5.45|s|  1.62|a|
17503-3444|  11|Aac|E*,S1 | 2.00|   1.625|m|  0| 8.60|B9.5V| 0.00|     |  4.88|s|  0.57|*|AJ 117 541 1999
17503-3444| 111|Aab|E,S2  | 0.58|   0.177|m|  0| 9.35|B9.5V| 9.35|     |  2.55|*|  2.33|*|AJ 117 541 1999
17505-1547|   1|AB |Ch    | 6.99|  20.600|"|157| 5.89|A1V  |10.10|     |  4.62|s|  0.90|s|BD-15 4723, HJ 2814
17505-1547|  11|Aab|s     |     |   0.000| |  0| 5.89|A1V  | 0.00|     |  2.98|a|  1.64|:|A&AS 61 53 1985
