#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-03T22:50:01 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5de6e5ee89d3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=50	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/PASP/116/1012&tab:{J/PASP/116/1012/cat1}&tab:{J/PASP/116/1012/crossid}&key:source=J/PASP/116/1012/cat1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#-order=I
#-out=n_SMV
#-out=SMV
#-joincol={J/PASP/116/1012/cat1}.{SMV}
#-joincol=SMV
#-joincol={J/PASP/116/1012/crossid}.{SMV}
#-outjoin={J/PASP/116/1012/crossid}.{SMV}
#-out=Xpos
#-out=Ypos
#-out=Umag
#-out=e_Umag
#-out=o_Umag
#-out=Bmag
#-out=e_Bmag
#-out=o_Bmag
#-out.all=2
#-out=Vmag
#-out=e_Vmag
#-out=o_Vmag
#-out=Rmag
#-out=e_Rmag
#-out=o_Rmag
#-out=Imag
#-out=e_Imag
#-out=o_Imag
#-out=Memb
#-out=Npm
#-out=RAJ2000
#-out=DEJ2000
#-out=S62
#-out=Sh65
#-out=C68
#-out=UMK
#-out=MT
#-out=E
#-out=PKM
#-out=DGV
#-out=S99
#-out=KS
#-out=Name
#-out.all=2
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#
#Table	J_PASP_116_1012_cat1_J_PASP_116_1012_crossid:
#Name: J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#Title:
#Column	recno1	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	n_SMV1	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV1	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Xpos1	(F7.1)	X pixel coordinate (G1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos1	(F7.1)	Y pixel coordinate (G1)	[ucd=pos.cartesian.y;instr.det]
#Column	Umag1	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	e_Umag1	(F6.4)	? U standard error of the mean	[ucd=stat.error;phot.mag;em.opt.U]
#Column	o_Umag1	(I2)	U number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Bmag1	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag1	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	o_Bmag1	(I2)	B number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Vmag1	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag1	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	o_Vmag1	(I2)	V number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Rmag1	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag1	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	o_Rmag1	(I2)	R number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Imag1	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag1	(F6.4)	? I standard error of the mean	[ucd=stat.error;phot.mag;em.opt.I]
#Column	o_Imag1	(I1)	I number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Memb1	(I3)	? Mean membership probability in % [NULL integer written as an empty string]	[ucd=stat]
#Column	Npm1	(I1)	Number of independent measures of the proper motion [NULL integer written as an empty string]	[ucd=meta.number]
#Column	RAJ20001	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	recno2	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	SMV2	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	S622	(a7)	Object number in Sandage, 1962ApJ...135..333S (1)	[ucd=meta.id]
#Column	Sh652	(I2)	? Object number in Sharov, 1965SoSht.142...20S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	C682	(I3)	? Object number in Cannon 1968, unpublished dissertation [NULL integer written as an empty string]	[ucd=meta.id]
#Column	UMK2	(I3)	? Object number in Upgren, Mesrobian & Kerridge 1972AJ.....77...74U (2) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	MT2	(a7)	Object number in McClure & Twarog 1977ApJ...214..111M (3)	[ucd=meta.id]
#Column	E2	(a6)	Object number in Caputo et al. 1990AJ.....99..261C (4)	[ucd=meta.id]
#Column	PKM2	(I4)	? Object number in Platais et al. 2003, Cat. <J/AJ/126/2922> (5) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	DGV2	(I4)	? Object number in Dinescu et al. 1996AJ....111.1205D (6) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S992	(I4)	? Object number in Sarajedini et al. 1999AJ....118.2894S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	KS2	(A3)	Object number in Catalogued variables	[ucd=meta.id]
#Column	Name2	(a8)	Other name	[ucd=meta.id]
recno|n_SMV|SMV|Xpos|Ypos|Umag|e_Umag|o_Umag|Bmag|e_Bmag|o_Bmag|Vmag|e_Vmag|o_Vmag|Rmag|e_Rmag|o_Rmag|Imag|e_Imag|o_Imag|Memb|Npm|RAJ2000|DEJ2000|recno|SMV|S62|Sh65|C68|UMK|MT|E|PKM|DGV|S99|KS|Name
    4170|0|   7380| 3827.3| 3393.6|      |      | 0|21.288|0.0138| 3|19.766|0.0112| 3|18.831|0.0181| 1|17.890|0.0162|1| 73|1|00 46 18.03|+85 12 24.5|    4121|   7380|       |  |   |   |       |I-E40 |4711|    |    |   |
    4171|0|   7381| 3827.4| 3607.2|      |      | 0|21.893|0.0190| 2|20.674|0.0128| 2|19.851|0.0169| 1|19.202|0.0161|1|  8|1|00 46 17.64|+85 14 11.3|    4122|   7381|       |  |   |   |       |      |4664|    |    |   |
    4172|0|   7382| 3827.5| 2346.3|      |      | 0|21.771|0.0210| 1|20.141|0.0157| 1|      |      | 0|      |      |0|  0|1|00 46 20.16|+85 03 40.9|    4123|   7382|       |  |   |   |       |      |8410|    |    |   |
    4173|0|   7384| 3828.0| 4004.5|18.161|0.0616| 1|17.781|0.0087| 5|16.940|0.0091| 5|16.463|0.0125| 2|16.028|0.0118|2| 97|1|00 46 17.05|+85 17 30.0|    4124|   7384|I-164  |  |   |   |I-164  |      |4582|    | 871|   |
    4174|x|   7385| 3828.1| 7197.6|      |      | 0|21.724|0.0266| 1|20.175|0.0158| 1|      |      | 0|      |      |0|   |0|00 46 09.81|+85 44 06.5|    4125|   7385|       |  |   |   |       |      |1040|    |    |   |
    4175|x|   7386| 3829.1|  952.2|      |      | 0|21.792|0.0150| 1|20.380|0.0157| 1|      |      | 0|      |      |0|   |0|00 46 23.26|+84 52 03.9|    4126|   7386|       |  |   |   |       |      |8673|    |    |   |
    4176|x|   7390| 3829.5| 1214.2|      |      | 0|16.959|0.0160| 1|16.314|0.0161| 1|      |      | 0|      |      |0|  0|1|00 46 22.96|+84 54 14.8|    4127|   7390|       |  |   |   |       |      |8653|    |    |   |
    4177|0|   7391| 3830.2| 3439.2|18.145|0.0194| 3|17.664|0.0078| 8|16.872|0.0088| 8|16.400|0.0123| 2|15.989|0.0119|2|  0|1|00 46 19.09|+85 12 47.4|    4128|   7391|I-110  |  |   |   |I-110  |I-110 |4701|    | 859|   |
    4178|0|   7392| 3830.3| 2797.1|17.668|0.0391| 1|17.361|0.0088| 5|16.591|0.0091| 5|16.140|0.0120| 2|15.723|0.0120|2| 96|1|00 46 20.39|+85 07 26.3|    4129|   7392|III-30 |  |   |   |III-30 |      |4784|    | 842|   |
    4179|0|   7393| 3831.5| 2891.4|      |      | 0|22.343|0.0150| 1|21.123|0.0185| 1|      |      | 0|      |      |0|   |0|00 46 20.67|+85 08 13.4|    4130|   7393|       |  |   |   |       |      |4770|    |    |   |
    4180|0|   7395| 3831.6| 5035.6|16.775|0.0315| 1|16.469|0.0127| 3|15.768|0.0124| 3|15.391|0.0216| 1|14.989|0.0227|1| 81|2|00 46 16.35|+85 26 05.5|    4131|   7395|       |  |   |   |       |      |4451|1491| 893|   |
    4181|0|   7396| 3831.8| 3481.5|12.378|0.0071| 4|12.364|0.0057|10|11.835|0.0076|10|11.492|0.0126| 2|11.172|0.0135|2|  0|3|00 46 19.66|+85 13 08.5|    4132|   7396|I-106  |41|537|121|I-106  |      |4694|    | 858|   |
    4182|x|   7398| 3832.1| 5472.2|      |      | 0|20.859|0.0168| 1|19.721|0.0154| 1|      |      | 0|      |      |0|  0|1|00 46 15.61|+85 29 43.8|    4133|   7398|       |  |   |   |       |      |1164|    |    |   |
    4183|0|   7399| 3832.3| 3788.6|      |      | 0|22.327|0.0167| 2|20.745|0.0125| 2|19.773|0.0227| 1|18.659|0.0168|1| 42|1|00 46 19.23|+85 15 42.0|    4134|   7399|       |  |   |   |       |      |4620|    |    |   |
    4184|x|   7402| 3833.0| 1498.3|      |      | 0|21.249|0.0212| 1|20.929|0.0237| 1|      |      | 0|      |      |0|   |0|00 46 23.81|+84 56 36.9|    4135|   7402|       |  |   |   |       |      |8637|    |    |   |
    4185|0|   7403| 3833.1| 3752.0|16.563|0.0142| 4|16.361|0.0074| 9|15.689|0.0086| 9|15.285|0.0117| 2|14.901|0.0116|2| 97|1|00 46 19.64|+85 15 23.7|    4136|   7403|I-49   |  |   |   |I-49   |I-49  |4627|    | 863|   |
    4186|x|   7404| 3834.3| 5517.4|      |      | 0|21.057|0.0165| 1|20.430|0.0164| 1|      |      | 0|      |      |0|  0|1|00 46 16.44|+85 30 06.4|    4137|   7404|       |  |   |   |       |      |1158|    |    |   |
    4187|0|   7406| 3835.5| 4261.5|16.107|0.0261| 1|15.587|0.0085| 6|14.662|0.0091| 6|14.106|0.0115| 2|13.592|0.0119|2| 36|2|00 46 19.58|+85 19 38.5|    4138|   7406|II-79  |  |   |   |II-79  |      |4537|1426| 872|   |
    4188|0|   7407| 3836.5| 4322.1|14.702|0.0173| 2|13.599|0.0080| 9|12.434|0.0089| 9|11.786|0.0116| 2|11.224|0.0129|2| 84|4|00 46 19.90|+85 20 08.8|    4139|   7407|II-76  |40|612|120|II-76  |      |4524|1355| 874|   |
    4189|x|   7408| 3836.5|  860.5|      |      | 0|20.859|0.0202| 1|19.604|0.0153| 1|      |      | 0|      |      |0|   |0|00 46 26.20|+84 51 18.0|    4140|   7408|       |  |   |   |       |      |8686|    |    |   |
    4190|x|   7410| 3836.9| 7435.9|      |      | 0|17.732|0.0173| 1|17.152|0.0160| 1|      |      | 0|      |      |0|   |0|00 46 13.16|+85 46 05.7|    4141|   7410|       |  |   |   |       |      |1029|    |    |   |
    4191|x|   7413| 3837.8|  882.6|      |      | 0|21.076|0.0191| 1|19.482|0.0158| 1|      |      | 0|      |      |0|   |0|00 46 26.64|+84 51 29.1|    4142|   7413|       |  |   |   |       |      |8682|    |    |   |
    4192|0|   7414| 3837.9| 5147.1|      |      | 0|16.219|0.0155| 1|15.473|0.0154| 1|      |      | 0|      |      |0|  0|1|00 46 18.76|+85 27 01.3|    4143|   7414|       |  |   |   |       |      |4444|    |    |   |
    4193|0|   7415| 3838.4| 4666.7|15.671|0.0208| 1|15.320|0.0087| 5|14.550|0.0093| 5|14.107|0.0115| 2|13.687|0.0121|2|  0|1|00 46 19.99|+85 23 01.1|    4144|   7415|III-123|  |   |   |III-123|      |4485|    | 880|   |
    4194|0|   7418| 3838.7| 2409.8|      |      | 0|22.178|0.0163| 1|20.672|0.0169| 1|      |      | 0|      |      |0|   |0|00 46 24.39|+85 04 12.7|    4145|   7418|       |  |   |   |       |      |8562|    |    |   |
    4195|x|   7419| 3838.9| 2140.1|      |      | 0|18.742|0.0159| 1|17.341|0.0153| 1|      |      | 0|      |      |0|  0|1|00 46 24.91|+85 01 57.8|    4146|   7419|       |  |   |   |       |      |8585|    |    |   |
    4197|x|   7422| 3840.4| 4252.8|      |      | 0|      |      | 0|      |      | 0|      |      | 0|      |      |0| 89|1|00 46 21.62|+85 19 34.1|    4147|   7422|       |  |   |119|       |      |    |    |    |   |
    4198|x|   7423| 3840.7| 1559.2|      |      | 0|21.343|0.0163| 1|20.564|0.0198| 1|      |      | 0|      |      |0|   |0|00 46 26.60|+84 57 07.4|    4148|   7423|       |  |   |   |       |      |8632|    |    |   |
    4199|0|   7425| 3841.5| 3613.9|16.601|0.0276| 1|16.406|0.0082| 7|15.723|0.0090| 7|15.258|0.0123| 2|14.852|0.0130|2| 81|2|00 46 23.27|+85 14 14.7|    4149|   7425|I-74   |  |   |   |I-74   |I-74  |4660| 676| 856|   |
    4200|0|   7426| 3841.5| 3435.5|19.267|0.0212| 2|18.783|0.0081| 8|17.823|0.0089| 8|17.219|0.0134| 2|16.730|0.0119|2| 98|1|00 46 23.62|+85 12 45.5|    4150|   7426|I-168  |  |   |   |I-168  |I-168 |5827|    | 853|   |
    4201|x|   7428| 3841.9| 1059.4|      |      | 0|19.378|0.0165| 1|18.516|0.0171| 1|      |      | 0|      |      |0|  0|1|00 46 27.88|+84 52 57.5|    4151|   7428|       |  |   |   |       |      |8666|    |    |   |
    4202|x|   7429| 3842.2| 5655.9|      |      | 0|20.104|0.0171| 1|18.840|0.0152| 1|      |      | 0|      |      |0|  0|1|00 46 19.52|+85 31 15.7|    4152|   7429|       |  |   |   |       |      |1148|    |    |   |
    4203|0|   7430| 3842.7| 2741.0|      |      | 0|21.430|0.0189| 2|20.082|0.0123| 2|19.182|0.0168| 1|18.398|0.0174|1|  0|1|00 46 25.36|+85 06 58.3|    4153|   7430|       |  |   |   |       |      |5834|    |    |   |
    4204|0|   7432| 3843.0| 3971.6|15.711|0.0148| 2|15.559|0.0088| 7|14.985|0.0105| 7|14.616|0.0180| 1|14.289|0.0178|1| 90|3|00 46 23.23|+85 17 13.6|    4154|   7432|I-43   |  |   |122|I-43   |I-43  |4589|1387| 861|   |
    4205|x|   7435| 3843.5| 7122.0|      |      | 0|20.435|0.0172| 1|19.967|0.0162| 1|      |      | 0|      |      |0|  1|1|00 46 16.87|+85 43 28.8|    4155|   7435|       |  |   |   |       |      |1046|    |    |   |
    4206|0|   7437| 3844.3| 4049.2|      |      | 0|22.215|0.0280| 2|20.681|0.0145| 2|19.769|0.0213| 1|18.952|0.0395|1|   |0|00 46 23.59|+85 17 52.4|    4156|   7437|       |  |   |   |       |      |4575|    |    |   |
    4207|0|   7439| 3844.8| 2898.9|      |      | 0|19.563|0.0116| 3|18.669|0.0103| 3|18.116|0.0143| 2|17.621|0.0159|2|  0|1|00 46 25.90|+85 08 17.2|    4157|   7439|       |  |   |   |       |      |5832|    | 830|   |
    4208|x|   7443| 3845.8| 7088.3|      |      | 0|20.916|0.0195| 1|19.264|0.0159| 1|      |      | 0|      |      |0|   |0|00 46 17.99|+85 43 11.9|    4158|   7443|       |  |   |   |       |      |1048|    |    |   |
    4209|0|   7444| 3846.0| 3292.3|18.360|0.0731| 1|17.941|0.0084| 6|17.056|0.0091| 6|16.522|0.0125| 2|16.026|0.0117|2| 98|1|00 46 25.69|+85 11 33.9|    4159|   7444|II-210 |  |   |   |II-210 |II-E40|4728|    | 841|   |
    4210|0|   7445| 3846.3| 3242.5|16.469|0.0249| 1|16.532|0.0083| 7|15.999|0.0090| 7|15.659|0.0126| 2|15.313|0.0120|2| 76|2|00 46 25.87|+85 11 09.0|    4160|   7445|II-190 |  |   |   |II-190 |II-190|4730| 577| 840|   |
    4211|x|   7446| 3846.4| 2036.0|      |      | 0|19.528|0.0158| 1|18.470|0.0155| 1|      |      | 0|      |      |0|  0|1|00 46 27.99|+85 01 05.8|    4161|   7446|       |  |   |   |       |      |8595|    |    |   |
    4212|0|   7448| 3846.7| 4066.0|      |      | 0|22.278|0.0146| 2|20.822|0.0129| 2|19.887|0.0200| 1|18.847|0.0182|1|   |0|00 46 24.53|+85 18 00.8|    4162|   7448|       |  |   |   |       |      |4571|    |    |   |
    4213|0|   7449| 3846.9| 3086.4|      |      | 0|18.788|0.0103| 4|18.148|0.0097| 4|17.770|0.0134| 2|17.333|0.0125|2|  0|1|00 46 26.39|+85 09 51.0|    4163|   7449|       |  |   |   |146    |      |5831|    | 835|   |
    4214|x|   7450| 3847.2| 5442.6|      |      | 0|19.748|0.0170| 1|18.407|0.0153| 1|      |      | 0|      |      |0|  0|1|00 46 22.08|+85 29 29.1|    4164|   7450|       |  |   |   |       |      |1169|    |    |   |
    4215|x|   7452| 3847.6| 1512.0|      |      | 0|16.649|0.0166| 1|15.695|0.0159| 1|      |      | 0|      |      |0| 71|1|00 46 29.31|+84 56 43.8|    4165|   7452|       |  |   |   |       |      |8635|    |    |   |
    4216|0|   7454| 3849.4| 3319.7|15.941|0.0271| 1|15.725|0.0086| 5|15.047|0.0090| 5|14.643|0.0119| 2|14.266|0.0118|2| 69|2|00 46 26.97|+85 11 47.6|    4166|   7454|II-178 |42|   |125|II-178 |II-178|5895|    | 839|   |
    4218|0|   7456| 3850.6| 3157.1|13.981|0.0182| 1|13.913|0.0097| 5|13.265|0.0112| 5|12.861|0.0183| 1|12.483|0.0184|1| 45|2|00 46 27.72|+85 10 26.3|    4167|   7456|II-189 |43|   |126|II-189 |      |5829|    | 833|   |
    4219|0|   7457| 3850.6| 3451.6|17.269|0.0179| 2|17.006|0.0077| 7|16.267|0.0087| 7|15.820|0.0119| 2|15.411|0.0117|2| 98|1|00 46 27.24|+85 12 53.6|    4168|   7457|I-109  |  |   |   |I-109  |I-109 |4699|    | 843|   |
    4220|x|   7458| 3850.9| 1298.3|      |      | 0|19.510|0.0173| 1|18.748|0.0165| 1|      |      | 0|      |      |0|  0|1|00 46 30.89|+84 54 57.0|    4169|   7458|       |  |   |   |       |      |8648|    |    |   |
    4222|0|   7460| 3851.2| 4472.7|      |      | 0|20.071|0.0131| 2|18.606|0.0102| 3|17.647|0.0134| 2|16.777|0.0153|2|  0|1|00 46 25.65|+85 21 24.1|    4170|   7460|       |  |   |   |       |      |4505|    | 866|   |
    4223|x|   7461| 3851.2| 2095.4|      |      | 0|20.572|0.0174| 1|20.025|0.0158| 1|      |      | 0|      |      |0|  0|1|00 46 29.75|+85 01 35.5|    4171|   7461|       |  |   |   |       |      |8587|    |    |   |
    4224|x|   7464| 3852.7|  692.2|      |      | 0|14.259|0.0148| 2|13.489|0.0146| 2|      |      | 0|      |      |0|  0|2|00 46 32.45|+84 49 53.9|    4172|   7464|       |  |241|   |       |      |8696|    |    |   |
    4225|x|   7466| 3853.3| 6603.9|      |      | 0|20.047|0.0172| 1|19.425|0.0154| 1|      |      | 0|      |      |0|  0|1|00 46 22.37|+85 39 09.7|    4173|   7466|       |  |   |   |       |      |1085|    |    |   |
    4226|0|   7469| 3854.9| 3240.2|      |      | 0|21.808|0.0143| 2|20.313|0.0123| 2|19.335|0.0163| 1|18.385|0.0167|1|  3|1|00 46 29.28|+85 11 07.9|    4174|   7469|       |  |   |   |       |      |5131|    |    |   |
    4227|0|   7470| 3855.7| 2423.2|16.127|0.0250| 1|16.110|0.0118| 2|15.501|0.0116| 2|15.084|0.0183| 1|14.720|0.0179|1|  0|1|00 46 30.93|+85 04 19.4|    4175|   7470|       |  |   |   |       |      |8560|    | 807|   |
    4228|0|   7471| 3855.7| 3820.7|16.968|0.0283| 1|16.766|0.0082| 7|16.076|0.0089| 7|15.661|0.0117| 2|15.288|0.0116|2| 79|2|00 46 28.63|+85 15 58.2|    4176|   7471|I-39   |  |   |   |I-39   |I-39  |4614| 736| 851|   |
    4229|0|   7475| 3856.5| 2538.3|      |      | 0|21.259|0.0172| 2|19.809|0.0115| 2|18.856|0.0188| 1|17.999|0.0172|1| 62|1|00 46 31.06|+85 05 17.0|    4177|   7475|       |  |   |   |       |      |8551|    |    |   |
    4230|0|   7476| 3856.5| 3190.7|      |      | 0|18.601|0.0095| 4|17.497|0.0093| 4|16.802|0.0130| 2|16.267|0.0120|2| 97|1|00 46 30.01|+85 10 43.1|    4178|   7476|       |  |   |   |147    |      |5138|    | 828|   |
    4231|0|   7478| 3856.9| 3851.1|16.296|0.0233| 1|16.028|0.0081| 7|15.333|0.0089| 7|14.915|0.0116| 2|14.531|0.0116|2| 95|3|00 46 29.06|+85 16 13.4|    4179|   7478|I-38   |  |   |124|I-38   |I-38  |4609| 737| 850|   |
    4232|0|   7479| 3857.3| 3324.9|16.043|0.0230| 1|15.158|0.0097| 5|14.066|0.0112| 5|13.450|0.0186| 1|12.944|0.0184|1| 96|2|00 46 30.10|+85 11 50.2|    4180|   7479|II-179 |  |   |127|II-179 |II-179|5894|    | 832|   |
    4233|x|   7480| 3857.0| 7012.4|      |      | 0|21.463|0.0292| 1|19.914|0.0156| 1|      |      | 0|      |      |0|  1|1|00 46 23.13|+85 42 34.0|    4181|   7480|       |  |   |   |       |      |1052|    |    |   |
    4234|x|   7482| 3857.8| 6039.8|      |      | 0|      |      | 0|20.538|0.0150| 1|      |      | 0|      |      |0|   |0|00 46 25.43|+85 34 27.7|    4182|   7482|       |  |   |   |       |      |1728|    |    |   |
    4235|0|   7484| 3857.9| 4190.5|      |      | 0|22.742|0.0148| 2|21.025|0.0169| 2|19.830|0.0175| 1|18.192|0.0172|1|   |0|00 46 28.88|+85 19 03.0|    4183|   7484|       |  |   |   |       |      |5968|    |    |   |
    4236|x|   7485| 3858.2| 1429.2|      |      | 0|22.135|0.0150| 1|20.414|0.0267| 1|      |      | 0|      |      |0|   |0|00 46 33.44|+84 56 02.4|    4184|   7485|       |  |   |   |       |      |9085|    |    |   |
    4237|0|   7489| 3858.9| 4472.8|      |      | 0|19.287|0.0108| 3|18.195|0.0101| 3|17.517|0.0133| 2|16.963|0.0165|2| 94|1|00 46 28.80|+85 21 24.2|    4185|   7489|       |  |   |   |       |      |4504|    | 860|   |
    4238|0|   7490| 3859.1| 4637.7|      |      | 0|18.153|0.0096| 3|17.262|0.0094| 3|16.736|0.0123| 2|16.281|0.0120|2| 94|1|00 46 28.60|+85 22 46.6|    4186|   7490|       |  |   |   |       |      |4487|    | 864|   |
    4239|0|   7491| 3859.1| 4315.6|      |      | 0|20.291|0.0164| 1|18.999|0.0154| 1|      |      | 0|      |      |0| 92|1|00 46 29.17|+85 20 05.6|    4187|   7491|       |  |   |   |       |      |4527|    |    |   |
    4240|0|   7493| 3859.6| 3239.2|      |      | 0|18.560|0.0090| 5|17.563|0.0092| 5|16.964|0.0126| 2|16.442|0.0119|2| 93|1|00 46 31.15|+85 11 07.4|    4188|   7493|       |  |   |   |154    |II-E41|5130|    | 827|   |
    4241|x|   7494| 3860.3| 1947.6|      |      | 0|21.996|0.0214| 1|20.352|0.0170| 1|      |      | 0|      |      |0|   |0|00 46 33.45|+85 00 21.6|    4189|   7494|       |  |   |   |       |      |8603|    |    |   |
    4242|0|   7495| 3860.4| 4822.2|17.484|0.0386| 1|17.493|0.0096| 3|16.860|0.0095| 3|16.474|0.0123| 2|16.048|0.0124|2|  0|1|00 46 28.79|+85 24 18.9|    4190|   7495|       |  |   |   |       |      |4468|    | 868|   |
    4244|0|   7500| 3861.0| 4407.8|      |      | 0|20.669|0.0127| 2|19.315|0.0110| 2|18.477|0.0199| 1|17.728|0.0166|1| 82|1|00 46 29.79|+85 20 51.7|    4191|   7500|       |  |   |   |       |      |4510|    |    |   |
    4245|0|   7507| 3863.7| 3560.8|      |      | 0|21.611|0.0160| 2|20.030|0.0139| 2|19.234|0.0343| 1|18.521|0.0185|1| 18|1|00 46 32.29|+85 13 48.2|    4192|   7507|       |  |   |   |       |      |5068|    |    |   |
    4246|0|   7508| 3864.1| 4303.2|18.577|0.0765| 1|18.553|0.0094| 4|17.879|0.0094| 4|17.458|0.0130| 2|17.065|0.0127|2|  0|1|00 46 31.23|+85 19 59.4|    4193|   7508|       |  |   |   |113    |      |4529|    | 855|   |
    4247|0|   7510| 3865.2| 4868.7|      |      | 0|      |      | 0|21.626|0.0150| 1|      |      | 0|      |      |0|   |0|00 46 30.73|+85 24 42.2|    4194|   7510|       |  |   |   |       |      |6008|    |    |   |
    4248|0|   7511| 3865.7| 3113.9|16.211|0.0238| 1|15.933|0.0105| 4|15.171|0.0114| 4|14.703|0.0193| 1|14.276|0.0178|1|  0|1|00 46 33.80|+85 10 04.8|    4195|   7511|II-200 |  |   |   |II-200 |      |5151|    | 817|   |
    4250|0|   7513| 3866.3| 3574.0|      |      | 0|18.609|0.0085| 7|17.650|0.0090| 7|17.058|0.0124| 2|16.593|0.0118|2| 97|1|00 46 33.29|+85 13 54.8|    4196|   7513|I-134  |  |   |   |I-134  |I-134 |5064|    | 829|   |
    4251|0|   7515| 3866.9| 4838.2|      |      | 0|21.739|0.0178| 2|20.225|0.0132| 2|19.270|0.0188| 1|18.218|0.0176|1| 43|1|00 46 31.47|+85 24 26.9|    4197|   7515|       |  |   |   |       |      |5821|    |    |   |
    4252|0|   7517| 3867.0| 4197.0|      |      | 0|22.724|0.0794| 1|21.249|0.0134| 2|20.286|0.0237| 1|19.278|0.0202|1|   |0|00 46 32.60|+85 19 06.3|    4198|   7517|       |  |   |   |       |      |5967|    |    |   |
    4254|0|   7519| 3868.0| 3653.2|15.872|0.0187| 2|14.938|0.0082| 7|13.869|0.0107| 7|13.262|0.0183| 1|12.732|0.0184|1| 94|2|00 46 33.88|+85 14 34.4|    4199|   7519|I-75   |44|   |128|I-75   |I-75  |5048|    | 831|   |
    4255|x|   7520| 3868.7| 1891.8|      |      | 0|      |      | 0|21.090|0.0150| 1|      |      | 0|      |      |0|   |0|00 46 36.76|+84 59 53.7|    4200|   7520|       |  |   |   |       |      |9046|    |    |   |
    4256|x|   7521| 3868.7| 6103.9|      |      | 0|20.668|0.0174| 1|19.041|0.0154| 1|      |      | 0|      |      |0| 39|1|00 46 30.06|+85 34 59.8|    4201|   7521|       |  |   |   |       |      |1121|    |    |   |
    4257|x|   7522| 3869.0| 6796.0|      |      | 0|20.578|0.0195| 1|20.034|0.0159| 1|      |      | 0|      |      |0|   |0|00 46 28.89|+85 40 45.8|    4202|   7522|       |  |   |   |       |      |1069|    |    |   |
    4259|x|   7525| 3869.7| 6471.2|      |      | 0|15.991|0.0204| 1|15.182|0.0163| 1|      |      | 0|      |      |0|  2|1|00 46 29.82|+85 38 03.4|    4203|   7525|       |  |   |   |       |      |1091|    |    |   |
    4260|0|   7527| 3870.2| 3255.3|      |      | 0|22.071|0.0227| 2|20.508|0.0135| 2|19.512|0.0170| 1|18.438|0.0162|1|   |0|00 46 35.35|+85 11 15.5|    4204|   7527|       |  |   |   |       |II-E42|5129|    |    |   |
    4261|0|   7529| 3871.0| 4213.8|      |      | 0|19.589|0.0111| 3|18.647|0.0098| 3|18.072|0.0140| 2|17.553|0.0127|2| 28|1|00 46 34.18|+85 19 14.7|    4205|   7529|       |  |   |   |       |      |5824|    | 846|   |
    4262|0|   7530| 3871.0| 2244.6|      |      | 0|17.061|0.0158| 1|16.310|0.0152| 1|      |      | 0|      |      |0|  0|1|00 46 37.13|+85 02 50.1|    4206|   7530|       |  |   |   |       |      |8576|    |    |   |
