#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-10T18:21:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5defe11a67cd	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/other/ApSS/361.126&tab:{J/other/ApSS/361.126/table4}&key:source=J/other/ApSS/361.126&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/other/ApSS/361.126/table4
#-order=I
#-out=ID
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=e_Vmag
#-out=U-B
#-out=e_U-B
#-out=B-V
#-out=e_B-V
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Pmemb
#-out.all=2
#

#RESOURCE=yCat_1017036102
#Name: J/other/ApSS/361.126
#Title: NGC 6819 CCD UBV photometry (Ak+, 2016)
#Table	J_other_ApSS_361_126_table4:
#Name: J/other/ApSS/361.126/table4
#Title: Photometric and astrometric catalogue NGC 6819
#Column	ID	(I4)	[1/7060] Sequential number	[ucd=meta.record]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	? rms uncertainty on Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	pmRA	(F6.1)	? Proper motion component (pmRA*cosDE)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F4.1)	? rms uncertainty on pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.1)	? Proper motion component	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F4.1)	? rms uncertainty on pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Pmemb	(I3)	? Membership probability [NULL integer written as an empty string]	[ucd=stat]
ID|RAJ2000|DEJ2000|Vmag|e_Vmag|U-B|e_U-B|B-V|e_B-V|pmRA|e_pmRA|pmDE|e_pmDE|Pmemb
3277|19 41 16.75|+40 13 07.27|20.666| 0.043|      |      | 1.752| 0.153|      |    |      |    |
3278|19 41 16.76|+40 19 26.37|17.989| 0.006| 0.422| 0.039| 0.854| 0.011|  -8.1| 4.6|  -0.7| 4.6| 78
3279|19 41 16.76|+40 10 01.23|15.458| 0.004| 0.075| 0.007| 0.575| 0.005| -25.7| 5.2| -38.0| 5.2|  0
3280|19 41 16.77|+40 18 35.80|20.646| 0.045|      |      |      |      |  -1.0| 4.6|  -7.4| 4.6| 76
3281|19 41 16.79|+40 14 30.19|20.215| 0.029|      |      | 0.936| 0.062|  -7.7| 7.3|   6.4| 7.3| 64
3282|19 41 16.79|+40 09 39.70|20.686| 0.043|      |      | 1.901| 0.167|      |    |      |    |
3283|19 41 16.79|+40 16 03.68|17.415| 0.004| 0.464| 0.025| 0.833| 0.007|   9.3| 4.8|  14.3| 4.8|  1
3284|19 41 16.80|+40 02 34.29|20.263| 0.032|      |      | 1.357| 0.079|      |    |      |    |
3285|19 41 16.80|+40 10 19.73|18.632| 0.008|      |      | 1.024| 0.018|      |    |      |    |
3286|19 41 16.82|+40 07 43.96|21.082| 0.062|      |      |      |      |      |    |      |    |
3287|19 41 16.82|+40 08 00.73|17.696| 0.004| 0.246| 0.025| 0.765| 0.008|  -9.3| 4.5|  -7.8| 4.5| 58
3288|19 41 16.83|+40 07 04.25|20.245| 0.029|      |      | 1.178| 0.071|      |    |      |    |
3289|19 41 16.84|+40 07 27.77|15.130| 0.003| 0.081| 0.006| 0.597| 0.004|  -7.0| 3.8|   3.2| 3.8| 45
3290|19 41 16.85|+40 17 29.45|16.544| 0.002| 0.137| 0.011| 0.693| 0.004|   8.5| 4.0|   4.6| 4.0|  5
3291|19 41 16.86|+40 20 32.18|16.346| 0.002| 0.208| 0.010| 0.733| 0.004|  -4.6| 3.9|  -1.8| 3.9| 96
3292|19 41 16.87|+40 11 43.49|15.926| 0.005| 0.067| 0.009| 0.581| 0.006| -24.5| 5.2|  37.0| 5.2|  0
3293|19 41 16.91|+40 16 11.61|18.869| 0.010| 0.776| 0.102| 0.929| 0.021|  -0.7| 5.3|  -9.8| 5.3| 66
3294|19 41 16.93|+40 02 55.15|18.976| 0.011| 0.294| 0.080| 0.915| 0.022|  -3.9| 5.1|   6.2| 5.1| 46
3295|19 41 16.96|+40 14 37.76|19.648| 0.018|      |      | 0.753| 0.034|      |    |      |    |
3296|19 41 16.99|+40 11 14.67|15.241| 0.003| 0.070| 0.007| 0.600| 0.004|      |    |      |    |
3297|19 41 17.00|+40 06 04.28|14.835| 0.003| 0.030| 0.005| 0.421| 0.003|   1.0| 3.8|  -1.7| 3.8| 65
3298|19 41 17.00|+40 08 36.97|18.435| 0.007| 0.517| 0.055| 0.873| 0.014|      |    |      |    |
3299|19 41 17.00|+40 18 36.75|18.906| 0.011| 0.431| 0.081| 0.865| 0.021|  -1.0| 4.6|  -7.4| 4.6| 76
3300|19 41 17.02|+40 18 28.36|19.456| 0.016| 0.281| 0.108| 0.761| 0.031|   0.3| 7.6|  -4.1| 7.6| 93
3301|19 41 17.02|+40 10 12.25|15.581| 0.004| 0.069| 0.008| 0.573| 0.005| -68.2| 5.2|  65.9| 5.2|  0
3302|19 41 17.03|+40 17 46.74|17.927| 0.005| 0.784| 0.053| 1.044| 0.011|  -3.4| 4.5|  -2.4| 4.5| 99
3303|19 41 17.04|+40 02 11.07|19.950| 0.024|      |      | 1.424| 0.062|   8.3| 5.3| -17.6| 5.3|  6
3304|19 41 17.06|+40 01 41.62|17.219| 0.004| 0.315| 0.020| 0.776| 0.006|  -2.9| 4.3|  15.1| 4.3|  2
3305|19 41 17.12|+40 08 04.73|18.490| 0.007| 0.014| 0.034| 0.598| 0.013|   5.6| 6.4|   6.9| 6.4| 34
3306|19 41 17.14|+40 19 50.74|20.068| 0.028|      |      | 1.321| 0.070|      |    |      |    |
3307|19 41 17.16|+40 01 34.08|15.856| 0.005| 0.109| 0.008| 0.220| 0.006| -10.5| 4.0| -13.6| 4.0| 13
3308|19 41 17.18|+40 01 20.57|20.799| 0.052|      |      | 1.729| 0.161|      |    |      |    |
3309|19 41 17.19|+40 16 39.01|15.389| 0.004| 0.223| 0.008| 0.739| 0.005|  10.2| 3.8|  15.0| 3.8|  0
3310|19 41 17.21|+40 21 11.24|18.985| 0.012| 0.400| 0.109| 1.105| 0.025|  -4.0| 6.7|  -1.6| 6.7| 99
3311|19 41 17.21|+40 15 34.93|19.534| 0.017| 0.101| 0.113| 0.942| 0.035|  -1.7| 6.0| -29.8| 6.0|  1
3312|19 41 17.26|+40 11 57.92|19.283| 0.013|      |      | 1.111| 0.030|      |    |      |    |
3313|19 41 17.26|+40 07 46.65|20.021| 0.024|      |      | 1.333| 0.064|   0.4| 7.1|   2.5| 7.1| 79
3314|19 41 17.27|+40 11 27.45|15.275| 0.004| 0.093| 0.007| 0.600| 0.004|      |    |      |    |
3315|19 41 17.31|+40 05 17.78|20.591| 0.041|      |      | 1.152| 0.095|  -6.0| 4.4|   2.2| 4.4| 67
3316|19 41 17.31|+40 04 57.04|18.295| 0.007|      |      | 1.645| 0.019| -16.9| 3.8|   4.9| 3.8|  3
3317|19 41 17.33|+40 10 05.77|15.142| 0.003| 0.107| 0.006| 0.644| 0.004|  11.8| 5.2| -47.0| 5.2|  0
3318|19 41 17.34|+40 15 40.52|17.659| 0.004| 0.908| 0.046| 1.071| 0.009|   4.5| 4.0|   5.8| 4.0| 12
3319|19 41 17.34|+40 05 55.80|20.293| 0.030|      |      | 0.846| 0.061|      |    |      |    |
3320|19 41 17.35|+40 03 40.70|19.336| 0.015|-0.913| 0.106| 1.617| 0.042|  -2.7| 5.9|   7.7| 5.9| 46
3321|19 41 17.35|+40 14 52.38|17.806| 0.005| 0.501| 0.034| 0.905| 0.009|  -1.8| 5.1|   0.0| 5.1| 87
3322|19 41 17.35|+40 06 42.28|19.578| 0.017|      |      | 1.185| 0.040|  -2.0| 8.1| -10.2| 8.1| 84
3323|19 41 17.37|+40 09 34.74|19.850| 0.021|      |      | 1.338| 0.056|      |    |      |    |
3324|19 41 17.38|+40 17 15.79|20.198| 0.030|      |      | 1.768| 0.105|      |    |      |    |
3325|19 41 17.40|+40 08 13.19|16.397| 0.002| 0.199| 0.010| 0.751| 0.004|  -8.1| 3.9|  -4.2| 3.9| 77
3326|19 41 17.42|+40 09 45.24|15.525| 0.004| 0.105| 0.008| 0.614| 0.005| -17.9| 5.2| -39.4| 5.2|  0
3327|19 41 17.42|+40 04 51.00|19.623| 0.018|      |      | 0.807| 0.034|   2.6| 6.0|  -7.1| 6.0| 70
3328|19 41 17.47|+40 11 03.67|13.075| 0.001|      |      |      |      |      |    |      |    |
3329|19 41 17.47|+40 12 57.57|15.788| 0.005| 0.146| 0.009| 0.610| 0.006|  23.1| 5.8|  13.3| 5.8|  0
3330|19 41 17.53|+40 12 17.78|18.821| 0.009|      |      | 1.219| 0.022| -14.4| 5.7|  -2.4| 5.7| 47
3331|19 41 17.55|+40 11 34.44|15.705| 0.004| 0.060| 0.009| 0.632| 0.005|      |    |      |    |
3332|19 41 17.55|+40 12 10.57|19.424| 0.015|      |      | 0.799| 0.029|  21.4| 7.3| -16.0| 7.3|  3
3333|19 41 17.56|+40 18 12.67|16.899| 0.003| 0.382| 0.016| 0.821| 0.005|  -3.7| 4.0|   0.2| 4.0| 84
3334|19 41 17.56|+40 02 21.17|16.653| 0.002| 0.120| 0.011| 0.684| 0.004|  -6.9| 4.0|  -3.5| 4.0| 89
3335|19 41 17.58|+40 18 00.04|15.378| 0.004| 0.034| 0.007| 0.549| 0.004|  -1.6| 3.8|  -1.6| 3.8| 88
3336|19 41 17.59|+40 19 06.25|18.536| 0.008| 0.947| 0.103| 1.046| 0.017|  -5.2| 4.0|  -8.4| 4.0| 68
3337|19 41 17.60|+40 14 41.14|18.445| 0.007| 0.293| 0.048| 0.867| 0.014|  -3.7| 6.2|   0.4| 6.2| 92
3338|19 41 17.60|+40 03 15.40|18.731| 0.009| 0.258| 0.054| 0.696| 0.016|  -2.7| 5.3|  -3.4| 5.3| 99
3339|19 41 17.60|+40 05 16.20|18.174| 0.006| 0.244| 0.037| 0.824| 0.012|  -6.0| 4.4|   2.2| 4.4| 67
3340|19 41 17.61|+40 18 06.07|19.721| 0.020|      |      | 1.015| 0.043| -13.5| 6.9|  21.5| 6.9|  4
3341|19 41 17.61|+40 09 51.15|15.726| 0.004| 0.075| 0.008| 0.579| 0.005|   8.4| 5.2|  47.2| 5.2|  0
3342|19 41 17.64|+40 18 37.26|17.886| 0.005| 0.080| 0.026| 0.696| 0.009|  -4.6| 4.3|  -4.1| 4.3| 99
3343|19 41 17.64|+40 12 23.62|18.442| 0.007| 0.798| 0.075| 1.017| 0.015|  -2.7| 4.5|  -1.9| 4.5| 96
3344|19 41 17.64|+40 08 21.61|18.234| 0.006| 1.092| 0.100| 1.313| 0.015|  -9.4| 5.3|  -0.4| 5.3| 74
3345|19 41 17.64|+40 14 29.80|14.917| 0.003| 0.371| 0.007| 0.758| 0.004| -22.4| 3.9|  29.4| 3.9|  0
3346|19 41 17.65|+40 20 41.65|14.819| 0.003| 0.001| 0.005| 0.533| 0.003|  -3.1| 3.8|  -1.6| 3.8| 94
3347|19 41 17.65|+40 19 19.71|19.067| 0.012| 0.174| 0.079| 0.847| 0.023|  -3.5| 6.0|  -0.7| 6.0| 96
3348|19 41 17.66|+40 21 00.02|20.205| 0.033|      |      | 1.885| 0.116|  -9.5| 5.4|  27.2| 5.4|  0
3349|19 41 17.67|+40 04 46.95|19.683| 0.019|      |      | 1.322| 0.047|  -2.4| 7.3|   1.5| 7.3| 90
3350|19 41 17.68|+40 01 37.19|18.654| 0.009| 1.036| 0.117| 1.019| 0.018|   3.6| 5.8|   0.8| 5.8| 61
3351|19 41 17.68|+40 01 29.92|18.374| 0.007| 0.500| 0.051| 0.761| 0.013|   5.2| 4.4| -15.7| 4.4|  6
3352|19 41 17.69|+40 07 23.61|18.814| 0.010|      |      | 1.396| 0.025|   3.6| 5.4|   1.5| 5.4| 54
3353|19 41 17.69|+40 18 47.23|19.430| 0.016| 0.167| 0.088| 0.605| 0.028| -24.1| 6.0| -39.9| 6.0|  0
3354|19 41 17.70|+40 19 47.99|17.308| 0.004| 0.308| 0.020| 0.754| 0.007|  -3.4| 4.5|  -1.2| 4.5| 95
3355|19 41 17.71|+40 00 56.59|17.909| 0.005| 0.407| 0.034| 0.803| 0.010|   0.3| 4.6|   5.8| 4.6| 35
3356|19 41 17.71|+40 13 09.31|17.635| 0.004| 0.080| 0.020| 0.662| 0.007|  -3.4| 4.9|  -1.4| 4.9| 96
3357|19 41 17.73|+40 17 36.32|20.109| 0.027|      |      | 1.015| 0.060|  -5.0| 5.3|   0.5| 5.3| 89
3358|19 41 17.73|+40 05 10.79|18.804| 0.010|      |      | 1.098| 0.021|   2.4| 5.3|  -8.2| 5.3| 60
3359|19 41 17.74|+40 14 18.57|17.170| 0.003| 0.190| 0.016| 0.754| 0.006|  -9.5| 4.3| -19.6| 4.3|  3
3360|19 41 17.75|+40 18 28.82|16.785| 0.003| 0.054| 0.012| 0.678| 0.005|  -4.0| 4.0|  -2.6| 4.0| 99
3361|19 41 17.77|+40 11 50.08|17.278| 0.003| 0.236| 0.018| 0.777| 0.006|      |    |      |    |
3362|19 41 17.77|+40 10 14.02|15.030| 0.003| 0.119| 0.006| 0.632| 0.004|  -0.7| 6.6|   0.2| 6.6| 89
3363|19 41 17.79|+40 12 11.57|20.760| 0.045|      |      |      |      |  21.4| 7.3| -16.0| 7.3|  3
3364|19 41 17.81|+40 17 10.41|16.090| 0.002| 0.079| 0.007| 0.636| 0.003|  -6.8| 3.9| -13.2| 3.9| 21
3365|19 41 17.82|+40 09 03.94|19.456| 0.015| 0.000| 0.083| 0.766| 0.029|      |    |      |    |
3366|19 41 17.84|+40 19 56.91|18.796| 0.010|      |      | 1.119| 0.022|  -0.7| 4.5|  -1.4| 4.5| 85
3367|19 41 17.84|+40 03 40.72|20.432| 0.036|      |      | 1.081| 0.078|  -2.7| 5.9|   7.7| 5.9| 46
3368|19 41 17.84|+40 13 32.00|16.824| 0.003| 0.153| 0.012| 0.693| 0.005|  55.0| 6.7|  62.8| 6.7|  0
3369|19 41 17.86|+40 15 11.56|15.019| 0.003| 0.142| 0.006| 0.645| 0.004|  -3.4| 3.8|  -4.9| 3.8| 96
3370|19 41 17.86|+40 15 46.53|19.807| 0.021|      |      | 1.128| 0.049|      |    |      |    |
3371|19 41 17.87|+40 08 30.40|18.911| 0.010|      |      | 1.060| 0.022| -26.2| 8.1|   4.2| 8.1| 16
3372|19 41 17.87|+40 19 34.19|16.389| 0.002| 0.120| 0.009| 0.652| 0.004|  -7.0| 3.9|   1.2| 3.9| 65
3373|19 41 17.87|+40 13 56.69|16.251| 0.002| 0.200| 0.009| 0.778| 0.004|   4.7| 3.9|  -5.6| 3.9| 31
3374|19 41 17.91|+40 09 57.69|18.457| 0.007| 0.678| 0.068| 1.004| 0.015|      |    |      |    |
3375|19 41 17.92|+40 06 10.78|16.390| 0.002| 0.111| 0.009| 0.655| 0.004|  -8.7| 4.0|  -2.1| 4.0| 72
3376|19 41 17.93|+40 16 38.06|19.095| 0.012|-0.010| 0.058| 0.653| 0.021|   4.6| 7.3|  -3.9| 7.3| 73
3377|19 41 17.94|+40 17 16.45|17.773| 0.005| 0.495| 0.033| 0.859| 0.009|  -0.2| 4.0|  22.5| 4.0|  0
3378|19 41 17.99|+40 08 43.19|19.504| 0.016|      |      | 1.210| 0.039|      |    |      |    |
3379|19 41 18.00|+40 11 41.30|15.962| 0.005| 0.100| 0.010| 0.688| 0.007|      |    |      |    |
3380|19 41 18.00|+40 15 25.08|18.791| 0.009| 0.704| 0.101| 1.064| 0.021|  -7.9| 6.3|   5.0| 6.3| 62
3381|19 41 18.00|+40 10 23.97|21.236| 0.069|      |      | 1.414| 0.203|      |    |      |    |
3382|19 41 18.01|+40 17 46.96|17.621| 0.004| 0.178| 0.023| 0.722| 0.008| -14.8| 4.0|  -2.2| 4.0| 19
3383|19 41 18.02|+40 11 19.76|15.545| 0.004| 0.072| 0.008| 0.580| 0.005|      |    |      |    |
3384|19 41 18.03|+40 17 38.08|17.329| 0.004| 0.806| 0.032| 0.996| 0.007|  -5.0| 5.3|   0.5| 5.3| 89
3385|19 41 18.05|+40 07 19.06|18.808| 0.009| 0.845| 0.115| 1.105| 0.021|   1.0| 5.0|  -2.1| 5.0| 79
3386|19 41 18.06|+40 04 56.97|16.100| 0.002| 0.076| 0.007| 0.629| 0.003|   0.9| 3.9|   0.7| 3.9| 56
3387|19 41 18.08|+40 03 33.46|18.457| 0.008| 0.414| 0.049| 0.728| 0.014|  -2.6| 5.1|  -2.6| 5.1| 98
3388|19 41 18.08|+40 16 04.30|18.573| 0.008| 0.152| 0.042| 0.658| 0.015| -39.8| 5.4|  -4.7| 5.4|  0
3389|19 41 18.09|+40 15 39.78|18.770| 0.009| 0.778| 0.116| 1.206| 0.022|   2.2| 4.9|  -3.4| 4.9| 70
3390|19 41 18.13|+40 17 50.97|19.818| 0.021|      |      | 0.841| 0.043|      |    |      |    |
3391|19 41 18.14|+40 06 55.96|18.604| 0.008| 0.833| 0.101| 1.154| 0.018|  -2.3| 4.8| -12.1| 4.8| 46
3392|19 41 18.16|+40 17 13.65|20.720| 0.047|      |      | 0.931| 0.103|  -0.2| 4.0|  22.5| 4.0|  0
3393|19 41 18.19|+40 14 21.28|20.247| 0.031|      |      | 1.507| 0.092|      |    |      |    |
3394|19 41 18.22|+40 02 51.34|18.753| 0.009| 0.824| 0.111| 1.089| 0.020|  -2.8| 4.8|  -2.2| 4.8| 97
3395|19 41 18.22|+40 01 47.38|18.475| 0.008| 0.075| 0.037| 0.613| 0.013|   0.7| 5.1|  -2.1| 5.1| 82
3396|19 41 18.23|+40 06 21.64|16.712| 0.002| 0.133| 0.012| 0.719| 0.004|  -3.2| 4.0|  -2.9| 4.0| 99
3397|19 41 18.25|+40 14 10.27|17.538| 0.004| 0.349| 0.024| 0.803| 0.007|  -8.9| 4.2|   4.6| 4.2| 34
3398|19 41 18.26|+40 14 05.66|20.328| 0.031|      |      | 0.780| 0.062|  -8.9| 4.2|   4.6| 4.2| 34
3399|19 41 18.27|+40 07 04.41|15.006| 0.003| 0.085| 0.006| 0.638| 0.004| -14.4| 3.8|   4.8| 3.8|  7
3400|19 41 18.27|+40 12 09.78|18.132| 0.006| 0.654| 0.049| 0.932| 0.012|  -4.7| 4.9|  -4.5| 4.9| 98
3401|19 41 18.28|+40 08 17.48|15.384| 0.004| 0.225| 0.008| 0.797| 0.005| -26.0| 3.9|  -3.5| 3.9|  0
3402|19 41 18.29|+40 12 21.47|18.743| 0.009| 1.007| 0.106| 0.933| 0.018|      |    |      |    |
3403|19 41 18.29|+40 14 26.53|18.627| 0.008| 0.134| 0.047| 0.735| 0.016|  24.7| 6.7|  12.6| 6.7|  0
3404|19 41 18.29|+40 16 17.91|20.306| 0.032|      |      | 1.581| 0.100|      |    |      |    |
3405|19 41 18.29|+40 07 52.49|15.517| 0.004| 0.046| 0.007| 0.592| 0.005|  -3.6| 3.8|   2.6| 3.8| 58
3406|19 41 18.30|+40 18 17.37|19.606| 0.018|      |      | 0.933| 0.038|  -2.5| 6.0|   1.9| 6.0| 83
3407|19 41 18.30|+40 07 40.76|18.329| 0.007| 0.669| 0.061| 0.981| 0.014|  -1.0| 4.6|  -5.2| 4.6| 88
3408|19 41 18.31|+40 10 03.24|20.488| 0.035|      |      | 1.477| 0.106|      |    |      |    |
3409|19 41 18.32|+40 03 42.93|16.222| 0.002| 0.108| 0.008| 0.624| 0.003|  -8.9| 3.9|   1.1| 3.9| 52
3410|19 41 18.32|+40 02 14.05|19.682| 0.019| 0.009| 0.091| 0.557| 0.032|  -2.7| 8.8|  -4.3| 8.8| 99
3411|19 41 18.34|+40 08 27.01|17.370| 0.004| 0.265| 0.020| 0.808| 0.007|   1.0| 4.3|  -9.2| 4.3| 49
3412|19 41 18.35|+40 08 47.63|14.890| 0.003| 0.101| 0.006| 0.651| 0.004|  -4.5| 3.8|   1.0| 3.8| 75
3413|19 41 18.35|+40 15 28.44|19.539| 0.017|      |      | 1.359| 0.045|  -7.9| 6.3|   5.0| 6.3| 62
3414|19 41 18.36|+40 06 45.02|18.845| 0.010| 0.421| 0.075| 0.934| 0.020|  -8.0| 5.1|  -0.7| 5.1| 82
3415|19 41 18.37|+40 09 12.99|15.219| 0.003| 0.119| 0.007| 0.614| 0.004|      |    |      |    |
3416|19 41 18.37|+40 13 29.62|20.421| 0.034|      |      | 1.637| 0.113|      |    |      |    |
3417|19 41 18.39|+40 06 33.84|19.295| 0.014| 0.023| 0.072| 0.751| 0.025|   3.7| 5.1|   8.6| 5.1| 18
3418|19 41 18.40|+40 08 33.16|17.701| 0.005| 1.562| 0.082| 1.208| 0.010|  25.8| 3.9| -11.4| 4.0|  0
3419|19 41 18.41|+40 21 02.02|16.254| 0.002| 0.097| 0.008| 0.615| 0.003|  -5.2| 3.9|   1.2| 3.9| 73
3420|19 41 18.42|+40 16 04.47|18.561| 0.008|-0.007| 0.038| 0.670| 0.014|  24.0| 5.3|  -1.9| 5.3|  0
3421|19 41 18.43|+40 13 03.00|18.494| 0.007| 0.208| 0.041| 0.692| 0.014|      |    |      |    |
3422|19 41 18.44|+40 04 29.73|18.272| 0.007| 0.880| 0.070| 1.005| 0.013|   2.2| 4.7|  -0.1| 4.7| 61
3423|19 41 18.45|+40 03 23.59|19.666| 0.019|      |      | 0.880| 0.037|  18.8| 6.7|  -9.2| 6.7|  6
3424|19 41 18.45|+40 19 35.84|19.293| 0.015|      |      | 1.452| 0.039|  23.8| 4.8|  11.3| 4.8|  0
3425|19 41 18.47|+40 17 44.09|17.582| 0.004| 0.857| 0.043| 1.097| 0.009|   2.6| 4.0|   0.6| 4.0| 44
3426|19 41 18.47|+40 07 28.21|15.966| 0.005| 0.067| 0.010| 0.602| 0.006|  -4.4| 3.9|  -1.8| 3.9| 97
3427|19 41 18.49|+40 12 33.75|15.288| 0.004| 0.111| 0.007| 0.599| 0.004|      |    |      |    |
3428|19 41 18.50|+40 13 47.41|16.996| 0.003| 1.204| 0.039| 1.312| 0.007|  -3.4| 3.8|  -2.1| 3.8| 47
3429|19 41 18.52|+40 13 37.16|19.339| 0.014|      |      | 1.202| 0.034|      |    |      |    |
3430|19 41 18.54|+40 20 26.10|16.631| 0.002| 0.151| 0.012| 0.727| 0.004|  -6.0| 3.9|  -0.5| 3.9| 84
3431|19 41 18.54|+40 09 33.91|20.552| 0.038|      |      | 1.094| 0.088|      |    |      |    |
3432|19 41 18.61|+40 10 21.22|20.122| 0.025|      |      | 0.862| 0.053|      |    |      |    |
3433|19 41 18.63|+40 19 49.54|19.783| 0.021| 0.119| 0.131| 0.765| 0.040|      |    |      |    |
3434|19 41 18.64|+40 06 48.71|18.091| 0.006| 0.578| 0.047| 0.984| 0.012|  12.1| 5.1|  16.2| 5.1|  0
3435|19 41 18.64|+40 07 36.04|18.283| 0.007| 0.842| 0.067| 0.967| 0.013|   0.4| 4.3|  -0.6| 4.3| 73
3436|19 41 18.65|+40 05 43.68|20.165| 0.028|      |      | 1.070| 0.063|  -0.2| 7.1|   5.6| 7.1| 66
3437|19 41 18.65|+40 17 03.16|16.639| 0.002| 0.166| 0.011| 0.679| 0.004|  -5.0| 4.0|  -1.8| 4.0| 96
3438|19 41 18.66|+40 12 18.70|15.918| 0.005| 0.070| 0.010| 0.643| 0.006| -42.5| 5.2| -59.8| 5.2|  0
3439|19 41 18.70|+40 14 45.25|20.028| 0.024|      |      | 0.767| 0.048| -16.4| 7.3|   7.5| 7.3| 32
3440|19 41 18.70|+40 04 42.40|15.809| 0.005| 0.088| 0.009| 0.582| 0.006|  -5.6| 3.9|   1.5| 3.9| 69
3441|19 41 18.71|+40 19 23.67|16.885| 0.003| 0.205| 0.014| 0.730| 0.005|  -1.9| 4.2|  -0.4| 4.2| 85
3442|19 41 18.72|+40 09 08.53|19.121| 0.012|      |      | 1.057| 0.026|      |    |      |    |
3443|19 41 18.73|+40 11 03.52|14.473| 0.002| 0.064| 0.004| 0.579| 0.003|   0.7|19.4| -60.5|19.4| 14
3444|19 41 18.75|+40 14 17.60|20.029| 0.025|      |      | 1.453| 0.072|      |    |      |    |
3445|19 41 18.75|+40 04 52.46|18.033| 0.006| 0.302| 0.034| 0.822| 0.010|   2.4| 4.8|  -4.3| 4.8| 67
3446|19 41 18.75|+40 19 01.69|15.262| 0.004| 0.015| 0.006| 0.517| 0.004|      |    |      |    |
3447|19 41 18.75|+40 14 06.48|17.856| 0.005| 0.545| 0.037| 0.890| 0.010|  -5.5| 4.8|  -7.3| 4.8| 84
3448|19 41 18.75|+40 20 06.07|18.669| 0.009| 0.163| 0.049| 0.683| 0.016|  -3.1| 5.2|  -2.0| 5.2| 98
3449|19 41 18.76|+40 16 15.02|19.979| 0.024|      |      | 0.972| 0.052| 167.2| 6.9| -29.3| 6.9|  0
3450|19 41 18.77|+40 11 54.90|13.702| 0.002| 0.940| 0.005| 1.143| 0.002|  -7.4| 3.8|  15.8| 3.8|  0
3451|19 41 18.79|+40 05 20.00|19.574| 0.017|-0.029| 0.078| 0.582| 0.029|  17.2| 7.0|  24.7| 7.0|  0
3452|19 41 18.80|+40 21 14.49|19.706| 0.021|      |      | 0.985| 0.043|  -6.1| 7.3|  -1.2| 7.3| 96
3453|19 41 18.84|+40 06 58.36|17.226| 0.003| 0.285| 0.019| 0.844| 0.006|   3.7| 4.1| -17.6| 4.1|  3
3454|19 41 18.85|+40 17 41.42|18.524| 0.008| 0.287| 0.049| 0.762| 0.015|  -0.9| 5.3|  -3.0| 5.3| 93
3455|19 41 18.85|+40 02 07.51|17.892| 0.005| 0.530| 0.038| 0.883| 0.010|  -7.8| 4.6| -11.7| 4.6| 41
3456|19 41 18.86|+40 09 59.54|15.662| 0.004| 0.581| 0.013| 1.066| 0.006|  -2.0| 3.9|  -2.0| 3.9| 92
3457|19 41 18.89|+40 12 27.69|15.702| 0.004| 0.428| 0.011| 0.800| 0.006| -14.2| 8.1| -88.6| 8.1|  0
3458|19 41 18.90|+40 13 19.02|19.579| 0.017|      |      | 1.017| 0.037|  -0.7| 4.3|  -5.2| 4.3| 84
3459|19 41 18.93|+40 03 44.38|18.068| 0.006| 0.469| 0.042| 0.885| 0.011|  14.3| 4.4|   7.3| 4.4|  1
3460|19 41 18.95|+40 20 27.34|20.210| 0.032|      |      | 1.356| 0.084|  -6.5| 5.2|   1.8| 5.2| 77
3461|19 41 18.97|+40 09 45.19|14.581| 0.002| 0.144| 0.005| 0.668| 0.003| -12.9| 3.9|   4.7| 3.9| 12
3462|19 41 18.97|+40 04 36.85|19.772| 0.021|      |      | 2.070| 0.082|      |    |      |    |
