#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-16T12:04:15 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60c9e6e321a69a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=42	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/150/10&tab:{J/AJ/150/10/table4}&key:source=J/AJ/150/10/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/150/10/table4
#-order=I
#-out=WOCS
#-out=IDG
#-out=P38
#-out=IDM
#-out=IDMc
#-out=IDC
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out.all=2
#-out=r_B-V
#-out=NW
#-out=VC
#VC=VC
#-out=<RV>
#-out=e_<RV>
#-out=s_<RV>
#-out=vsini
#-out=e_vsini
#-out=PRV
#-out=PPM1
#-out=PPM2
#-out=e/i
#-out=Mm
#-out=O
#-out=SB
#-out=RR
#-out=X
#-out=Simbad
#Simbad=Simbad
#-out.all=2
#

#RESOURCE=yCat_51500010
#Name: J/AJ/150/10
#Title: WOCS. LXVI. Radial velocity survey in M35 (Leiner+, 2015)
#Table	J_AJ_150_10_table4:
#Name: J/AJ/150/10/table4
#Title: Radial-velocity summary table
#Column	WOCS	(I6)	[2004/259044] WIYN Open Cluster Study number (G1)	[ucd=meta.id;meta.main]
#Column	IDG	(I6)	[2004/261044]? Identification number from paper XXXVIII (Geller et al. 2010, cat. J/AJ/139/1383) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	P38	(I3)	Display the data from Paper XXXVIII (Geller et al. 2009, J/AJ/139/1383) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	IDM	(I3)	[14/439]? Identification number from paper XXXIV (Meibom et al. 2009, cat. J/ApJ/695/679) (1) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	IDMc	(I3)	[4/521]? Identification number from McNamara & Sekiguchi (1986AJ.....91..557M) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	IDC	(I3)	[3/763]? Identification number from Cudworth (1971AJ.....76..475C) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[11.43/16.5] The V-band apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	[0.2/1.36] The (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	r_B-V	(I2)	[1/2]? Source of the photometry (2) [NULL integer written as an empty string]	[ucd=meta.ref;phot.color;em.opt.B]
#Column	NW	(I2)	[0/53] Number of WIYN 3.5m observations	[ucd=meta.number]
#Column	VC	(A2)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	<RV>	(F7.2)	[-129/301] Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_<RV>	(F6.2)	[0/370]? Standard deviation of RV observation	[ucd=stat.stdev;spect.dopplerVeloc;stat.mean]
#Column	s_<RV>	(F4.1)	[0.5/2.1] Single-measurement precision in RV ({sigma}_i_)	[ucd=meta.code.qual;instr.precision;spect.dopplerVeloc]
#Column	vsini	(F5.1)	[0/144] Mean projected rotational velocity (3)	[ucd=phys.veloc.rotat;stat.mean]
#Column	e_vsini	(F5.1)	[0/124]? Standard error on vsini (3)	[ucd=stat.error;phys.veloc.rotat;stat.mean]
#Column	PRV	(I2)	[0/96]? Radial velocity membership probability (4) [NULL integer written as an empty string]	[ucd=stat.probability;spect.dopplerVeloc]
#Column	PPM1	(I2)	[0/99]? Proper-motion membership probability from McNamara & Sekiguchi (1986AJ.....91..557M) [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	PPM2	(I2)	[0/97]? Proper-motion membership probability from Cudworth (1971AJ.....76..475C) [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	e/i	(F6.2)	[0/740] Ratio of RV standard deviation to single-measurement RV precision	[ucd=instr.precision;arith.ratio;spect.dopplerVeloc]
#Column	Mm	(A3)	Membership class (BLM, BLN, BM, BN, SM, SN, or U) (G2)	[ucd=src]
#Column	O	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SB	(A3)	Single (SB1) or double-lined (SB2) binary (5)	[ucd=meta.code.multip]
#Column	RR	(A2)	"RR" Indicates a Rapid Rotator	[ucd=meta.code]
#Column	X	(A1)	"X" Indicates an X-ray source	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
WOCS|IDG|P38|IDM|IDMc|IDC|RAJ2000|DEJ2000|Vmag|B-V|r_B-V|NW|VC|<RV>|e_<RV>|s_<RV>|vsini|e_vsini|PRV|PPM1|PPM2|e/i|Mm|O|SB|RR|X|Simbad
 15035| 15035|  1|   |   |130|06 08 09.95|+24 32 03.9|13.74| 0.64| 2| 3|VC|  43.12|  0.25| 0.5| 10.0|     | 0|  | 0|  0.50|SN | |   |  | |Simbad
 48036| 48036|  1|   |   |   |06 08 16.49|+24 33 36.5|15.33| 0.88| 2| 3|VC|   7.34|  0.56| 0.6| 14.3|  1.7| 0|  |  |  1.01|SN | |   |  | |Simbad
 51036| 51036|  1|   |   |   |06 09 28.08|+24 37 33.4|15.38| 1.07| 2| 3|VC|  37.97|  0.30| 0.5| 10.0|     | 0|  |  |  0.60|SN | |   |  | |Simbad
 30036| 30036|  1|   |   |   |06 08 04.40|+24 10 04.0|14.54| 0.79| 2| 4|VC|  -0.55|  0.40| 0.5| 11.3|  0.8| 0|  |  |  0.78|SN | |   |  | |Simbad
 47036| 47036|  1|   |   |   |06 07 49.46|+24 22 11.2|15.32| 0.93| 2| 3|VC|  13.48|  0.24| 0.5| 10.0|     | 0|  |  |  0.48|SN | |   |  | |Simbad
 86036| 88036|  1|   |   |   |06 09 44.08|+24 04 39.4|16.41| 1.10| 2| 3|VC|  10.24|  0.73| 0.5| 11.7|  1.7| 0|  |  |  1.41|SN | |   |  | |Simbad
 43036| 43036|  1|   |   |   |06 10 10.56|+24 31 10.7|15.25| 0.89| 2| 3|VC|  38.84|  0.14| 0.5| 10.0|     | 0|  |  |  0.28|SN | |   |  | |Simbad
 15036| 15036|  1|   |   |731|06 10 15.70|+24 11 31.7|13.45| 0.69| 2| 3|VC|  58.44|  0.56| 0.5| 10.5|  0.9| 0|  | 0|  1.11|SN | |   |  | |Simbad
 70036| 70036|  1|   |   |   |06 07 49.53|+24 17 42.4|15.94| 1.10| 2| 3|VC|   2.19|  0.94| 0.5| 10.0|     | 0|  |  |  1.89|SN | |   |  | |Simbad
 50036| 50036|  1|   |   |   |06 09 24.39|+24 38 01.9|15.38| 0.93| 2| 3|VC| -16.85|  0.33| 0.6| 14.2|  2.6| 0|  |  |  0.59|SN | |   |  | |Simbad
 20037| 20037|  1|   |   |758|06 10 22.30|+24 14 39.3|14.27| 0.65| 2| 3|VC|   3.43|  0.63| 0.5| 11.3|  2.3| 0|  | 7|  1.22|SN | |   |  | |Simbad
 48037| 48037|  1|394|   |   |06 10 12.20|+24 30 50.1|15.46| 1.03| 2| 3|VC| -17.79|  0.26| 0.5| 10.0|     | 0|  |  |  0.52|SN | |   |  | |Simbad
 73037| 73037|  1|   |   |   |06 09 12.97|+24 02 27.8|16.29| 0.95| 2| 4|VC| -13.94|  0.77| 0.6| 16.2|  2.9| 0|  |  |  1.33|SN | |   |  | |Simbad
 70037| 70037|  1|   |   |   |06 10 23.69|+24 15 03.1|16.17| 0.96| 2| 3|VC| -22.74|  0.45| 0.5| 10.0|     | 0|  |  |  0.89|SN | |   |  | |Simbad
 27037| 27037|  1|212|   |   |06 07 49.02|+24 23 59.4|14.86| 0.76| 2| 3|VC|  14.74|  0.38| 0.5| 10.3|  0.3| 0|  |  |  0.75|SN | |   |  | |Simbad
 13037| 12037|  1|   |   |507|06 09 20.10|+24 38 29.2|13.28| 0.68| 2| 4|VC|  10.66|  0.32| 0.5| 10.5|  1.0| 0|  | 0|  0.64|SN | |   |  | |Simbad
 58037| 58037|  1|   |   |   |06 09 13.02|+24 38 49.1|15.77| 0.91| 2| 3|VC| -24.23|  0.18| 0.5| 12.0|  1.7| 0|  |  |  0.34|SN | |   |  | |Simbad
 64037| 64037|  1|312|   |   |06 07 55.67|+24 12 03.5|15.86| 0.92| 2| 3|VC|  -6.41|  0.32| 0.6| 16.3|  6.3|82|  |  |  0.56|SM | |   |  | |Simbad
 57037| 57037|  1|   |   |   |06 09 39.78|+24 03 35.9|15.74| 1.20| 2| 4|VC|  28.63|  0.35| 0.5| 10.0|     | 0|  |  |  0.70|SN | |   |  | |Simbad
 34037| 35037|  1|   |   |   |06 07 48.82|+24 16 17.7|15.07| 1.12| 2| 3|VC|  25.40|  1.21| 0.5| 10.0|     | 0|  |  |  2.41|SN | |   |  | |Simbad
 12037| 11037|  1| 14|   |728|06 10 15.13|+24 10 24.3|13.11| 0.67| 2| 4|VC|  27.22|  1.04| 0.5| 10.0|     | 0|  | 1|  2.08|SN | |   |  | |Simbad
 16037| 15037|  1|   |   |   |06 09 45.66|+24 36 43.3|14.00| 0.62| 2| 3|VC|  -9.97|  0.19| 0.6| 19.4|  0.6|78|  |  |  0.31|SM | |   |  | |Simbad
 66037| 66037|  1|   |   |   |06 09 34.27|+24 03 03.6|15.95| 0.92| 2| 4|VC|  -3.31|  0.86| 0.6| 14.8|  1.2| 0|  |  |  1.54|SN | |   |  | |Simbad
 50037| 50037|  1|   |   |   |06 10 27.08|+24 23 55.4|15.55| 0.85| 2| 8|VC|  -4.38|  1.55| 0.5| 11.5|  1.0| 1|  |  |  3.00|SN | |   |  | |Simbad
 22037| 22037|  1|   |   |   |06 08 49.69|+24 02 26.5|14.41| 0.63| 2| 3|VC|   5.29|  0.13| 0.5| 10.0|     | 0|  |  |  0.26|SN | |   |  | |Simbad
 53038| 54038|  1|   |   |   |06 08 33.18|+24 37 14.7|15.54| 1.12| 2| 3|VC| -15.79|  0.06| 0.5| 10.0|     | 0|  |  |  0.11|SN | |   |  | |Simbad
 55038| 55038|  1|   |   |   |06 09 24.83|+24 01 59.4|15.55| 0.89| 2| 3|VC|   2.78|  0.05| 0.5| 10.0|     | 0|  |  |  0.11|SN | |   |  | |Simbad
 83038| 81038|  1|   |   |   |06 10 15.23|+24 09 24.4|16.17| 1.02| 2| 4|VC| -14.31|  0.77| 0.5| 11.1|  0.6| 0|  |  |  1.51|SN | |   |  | |Simbad
 38039| 38039|  1|   |   |   |06 09 49.04|+24 03 58.1|14.80| 0.83| 2| 4|VC|  -4.95|  1.04| 0.5| 10.0|     | 8|  |  |  2.08|SN | |   |  | |Simbad
 66039| 66039|  1|   |   |   |06 08 35.46|+24 02 48.7|15.67| 0.85| 2| 3|VC|  43.45|  0.32| 0.5| 10.0|     | 0|  |  |  0.64|SN | |   |  | |Simbad
 59039| 58039|  1|   |   |   |06 08 24.94|+24 37 01.8|15.59| 1.20| 2| 4|VC| -32.00|  0.67| 0.5| 10.0|     | 0|  |  |  1.33|SN | |   |  | |Simbad
 40039| 39039|  1|   |   |   |06 09 49.93|+24 03 44.1|14.85| 0.96| 2| 3|VC|  -6.07|  0.23| 0.5| 10.0|     |70|  |  |  0.46|SM | |   |  | |Simbad
 64039| 65039|  1|   |   |   |06 10 20.08|+24 30 36.3|15.67| 0.83| 2| 3|VC| -56.93|  0.41| 0.5| 10.0|     | 0|  |  |  0.82|SN | |   |  | |Simbad
140039|130039|  1|   |   |   |06 10 32.90|+24 21 03.3|16.47| 1.22| 1| 4|VC|  -4.36|  1.02| 0.5| 11.1|  1.1| 1|  |  |  2.00|SN | |   |  | |Simbad
 20040| 21040|  1|   |   | 74|06 07 54.82|+24 10 10.6|14.36| 0.65| 2| 4|VC|  -4.36|  0.32| 0.5| 10.0|     | 1|  |43|  0.64|SN | |   |  | |Simbad
 16040| 16040|  0|   |   |   |06 08 49.23|+24 01 18.1|13.95| 0.73| 2| 3|VC|  70.86|  0.41| 0.5| 10.0|     | 0|  |  |  0.81|SN | |   |  | |Simbad
 24040| 25040|  0|   |   | 66|06 07 53.08|+24 30 24.1|14.51| 0.64| 2| 3|VC|  14.25|  0.33| 0.5| 10.0|     | 0|  | 0|  0.66|SN | |   |  | |Simbad
 54040| 54040|  1|   |   |   |06 10 25.11|+24 11 55.5|15.77| 0.85| 2| 3|VC|   1.30|  0.12| 0.5| 10.0|     | 0|  |  |  0.25|SN | |   |  | |Simbad
 21040| 22040|  1|   |   | 87|06 07 57.58|+24 08 58.6|14.37| 0.97| 2| 3|VC|  37.47|  0.41| 0.5| 10.0|     | 0|  | 0|  0.81|SN | |   |  | |Simbad
 46040| 47040|  1|   |   |   |06 10 33.54|+24 22 29.0|15.39| 0.82| 1| 3|VC|  81.26|  1.50| 0.5| 10.0|     | 0|  |  |  3.00|SN | |   |  | |Simbad
 36040| 37040|  1|399|   |   |06 08 09.53|+24 05 50.1|15.10| 0.93| 2| 3|VC|  17.66|  0.26| 0.5| 13.8|  0.8| 0|  |  |  0.48|SN | |   |  | |Simbad
 19040| 20040|  1|   |   |   |06 10 32.68|+24 16 56.5|14.26| 0.67| 1| 3|VC| -17.60|  0.34| 0.6| 20.3|  0.9| 0|  |  |  0.54|SN | |   |RR| |Simbad
 13040| 13040|  1|329|   | 82|06 07 56.51|+24 08 59.2|13.79| 0.73| 2| 3|VC|  28.94|  0.27| 0.5| 10.0|     | 0|  | 0|  0.54|SN | |   |  | |Simbad
 65040| 66040|  1|   |   |   |06 07 39.82|+24 20 55.6|16.17| 1.01| 2| 3|VC|  -2.46|  0.14| 0.5| 10.0|     | 0|  |  |  0.28|SN | |   |  | |Simbad
 77041| 78041|  1|   |   |   |06 09 32.50|+24 39 46.2|15.99| 1.20| 2| 3|VC|   0.74|  0.52| 0.5| 10.0|     | 0|  |  |  1.05|SN | |   |  | |Simbad
 15041| 15041|  0|   |   |703|06 10 08.60|+24 35 04.9|13.26| 0.63| 2| 3|VC| -22.54|  0.08| 0.5| 10.0|     | 0|  | 1|  0.15|SN | |   |  | |Simbad
 64041| 65041|  1|   |   |   |06 09 59.96|+24 04 01.9|15.52| 1.06| 2| 3|VC|   7.29|  0.59| 0.5| 10.0|     | 0|  |  |  1.18|SN | |   |  | |Simbad
 24041| 24041|  0|   |   |   |06 08 42.87|+24 00 53.5|14.00| 0.91| 2| 3|VC| -21.68|  0.27| 0.5| 10.0|     | 0|  |  |  0.54|SN | |   |  | |Simbad
 49041| 49041|  1|227|   |   |06 09 29.20|+24 00 42.3|14.98| 0.76| 2| 3|VC|  -9.75|  0.33| 0.5| 10.0|     |85|  |  |  0.66|SM | |   |  | |Simbad
 36041| 36041|  1|   |   |   |06 08 09.01|+24 05 03.7|14.56| 0.69| 2| 4|VC| -14.51|  0.45| 0.5| 10.0|     | 0|  |  |  0.89|SN | |   |  | |Simbad
 82041| 82041|  1|   |   |   |06 08 51.32|+24 40 30.9|16.03| 1.02| 1| 6|VC|   2.06|  1.38| 0.6| 14.5|  1.3| 0|  |  |  2.49|SN | |   |  | |Simbad
 48041| 48041|  1|   |   |   |06 08 58.43|+24 00 09.1|14.92| 0.72| 2| 4|VC|  14.52|  0.73| 0.7| 28.3| 18.3| 0|  |  |  1.01|SN | |   |RR| |Simbad
 40042| 40042|  1|   |   |   |06 08 02.59|+24 06 09.6|15.01| 0.73| 2| 3|VC| -17.86|  0.36| 0.5| 10.0|     | 0|  |  |  0.72|SN | |   |  | |Simbad
 52042| 52042|  1|   |   |   |06 07 36.82|+24 20 05.3|15.30| 0.78| 2| 3|VC|   3.62|  0.37| 0.5| 10.0|     | 0|  |  |  0.74|SN | |   |  | |Simbad
 61042| 60042|  1|   |   |   |06 08 50.43|+24 00 09.9|15.57| 0.95| 2| 3|VC|   1.44|  0.19| 0.5| 11.8|  1.8| 0|  |  |  0.37|SN | |   |  | |Simbad
 44042| 43042|  1|   |   |   |06 10 38.57|+24 19 42.1|15.14| 0.81| 1| 3|VC|  -6.22|  0.57| 0.5| 10.3|  0.3|76|  |  |  1.14|SM | |   |  | |Simbad
 56042| 68042|  1|   |   |   |06 10 28.41|+24 10 54.7|15.70| 0.82| 1| 3|VC|   6.76|  0.95| 0.7| 28.7|  2.1| 0|  |  |  1.31|SN | |   |RR| |Simbad
 17042| 18042|  1|   |   |   |06 09 51.67|+24 02 17.4|14.01| 0.90| 2| 3|VC|   6.89|  0.76| 0.6| 18.5|  1.0| 0|  |  |  1.27|SN | |   |  | |Simbad
 86042| 85042|  1|   |   |   |06 09 55.74|+24 02 48.5|16.05| 1.12| 2| 3|VC|  25.94|  0.42| 0.5| 12.8|  1.6| 0|  |  |  0.78|SN | |   |  | |Simbad
132042|105042|  1|   |   |   |06 09 02.40|+24 41 16.6|16.48| 1.17| 1| 3|VC|  -9.91|  0.55| 0.6| 15.8|  1.4|80|  |  |  0.96|SM | |   |  | |Simbad
 32042| 33042|  0|   |   |   |06 07 49.27|+24 09 27.6|14.75| 0.66| 2| 3|VC|  23.44|  0.32| 0.6| 16.8|  0.9| 0|  |  |  0.55|SN | |   |  | |Simbad
 85043| 84043|  1|   |   |   |06 08 39.44|+24 00 26.4|16.41| 0.97| 2| 3|VC|  67.51|  0.71| 0.5| 10.0|     | 0|  |  |  1.41|SN | |   |  | |Simbad
 32043| 31043|  1|   |   |   |06 07 36.84|+24 16 11.4|15.20| 0.88| 2| 3|VC|  -3.35|  0.71| 0.6| 15.1|  0.2| 0|  |  |  1.26|SN | |   |  | |Simbad
 59043| 60043|  1|   |   |   |06 09 56.02|+24 38 29.6|15.96| 1.24| 2| 3|VC|  16.79|  0.07| 0.5| 10.0|     | 0|  |  |  0.15|SN | |   |  | |Simbad
 46043| 46043|  1|   |   |   |06 09 14.12|+23 59 16.3|15.69| 0.86| 2| 3|VC|   4.95|  1.19| 0.5| 11.4|  1.4| 0|  |  |  2.31|SN | |   |  | |Simbad
 30043| 30043|  1|   |   |   |06 09 42.03|+24 00 34.1|15.11| 0.80| 2| 3|VC|  26.38|  0.51| 0.5| 10.0|     | 0|  |  |  1.02|SN | |   |  | |Simbad
 25043| 25043|  0|   |   |   |06 07 35.50|+24 24 51.2|14.79| 0.67| 2| 3|VC| -21.45|  0.17| 0.5| 10.0|     | 0|  |  |  0.33|SN | |   |  | |Simbad
 37043| 37043|  1|   |   |   |06 10 36.62|+24 13 41.9|15.33| 0.89| 1| 3|VC|  10.59|  1.11| 0.5| 10.0|     | 0|  |  |  2.23|SN | |   |  | |Simbad
 41043| 41043|  1|   |   |   |06 09 36.07|+24 00 03.7|15.55| 0.80| 2| 4|VC|  52.66|  0.32| 0.5| 10.0|     | 0|  |  |  0.65|SN | |   |  | |Simbad
 55044| 54044|  1|   |   |   |06 09 49.66|+24 01 13.1|15.34| 0.90| 2| 4|VC|  56.59|  0.33| 0.5| 10.0|     | 0|  |  |  0.66|SN | |   |  | |Simbad
 39044| 37044|  0|   |   |   |06 07 33.34|+24 18 16.7|15.01| 0.73| 2| 3|VC|  66.88|  1.31| 0.5| 10.0|     | 0|  |  |  2.62|SN | |   |  | |Simbad
 34044| 34044|  0|   |   |   |06 07 46.22|+24 09 10.4|14.67| 0.79| 2| 3|VC|  12.44|  0.13| 0.5| 13.8|  6.6| 0|  |  |  0.23|SN | |   |  | |Simbad
 21044| 22044|  0|   |   | 42|06 07 41.45|+24 29 48.1|13.98| 0.78| 2| 3|VC| -31.60|      | 0.5| 10.0|     | 0|  | 0|  0.01|SN | |   |  | |Simbad
 80044| 79044|  1|   |   |   |06 08 15.84|+24 38 43.4|15.90| 0.94| 2| 3|VC|   8.55|  0.21| 0.5| 10.0|     | 0|  |  |  0.43|SN | |   |  | |Simbad
 25044| 25044|  1|   |   |   |06 07 56.95|+24 35 15.1|14.13| 0.76| 2| 4|VC|   0.24|  0.31| 0.5| 10.0|     | 0|  |  |  0.61|SN | |   |  | |Simbad
 66044| 73044|  1|   |   |   |06 09 35.37|+24 41 23.6|15.56| 1.17| 1| 3|VC| -23.59|  0.54| 0.5| 10.0|     | 0|  |  |  1.08|SN | |   |  | |Simbad
171044|124044|  1|   |   |   |06 09 06.41|+23 58 34.6|16.46| 1.09| 1| 3|VC|  -6.46|  0.48| 0.5| 12.3|  2.3|84|  |  |  0.91|SM | |   |  | |Simbad
 43044| 41044|  1|   |   |   |06 09 58.67|+24 01 55.6|15.07| 1.00| 2| 4|VC|  28.04|  0.81| 0.6| 17.3|  0.2| 0|  |  |  1.38|SN | |   |  | |Simbad
 62044| 57044|  1|   |   |   |06 09 28.57|+24 41 52.0|15.36| 1.10| 1| 3|VC| -10.42|  0.41| 0.5| 12.0|  2.0|56|  |  |  0.78|SM | |   |  | |Simbad
 67044| 63044|  1|   |   |   |06 08 40.42|+24 41 31.0|14.76| 0.80| 1| 5|VC| -29.33|  1.30| 0.5| 10.0|     | 0|  |  |  2.59|SN | |   |  | |Simbad
 19044| 18044|  1|   |   |   |06 10 41.60|+24 15 44.0|13.85| 0.83| 1| 3|VC|  27.80|  0.18| 0.5| 10.0|     | 0|  |  |  0.36|SN | |   |  | |Simbad
 94045| 93045|  1|   |   |   |06 10 44.04|+24 22 19.2|16.05| 0.97| 1| 3|VC|  12.79|  1.43| 0.5| 10.0|     | 0|  |  |  2.86|SN | |   |  | |Simbad
 97045| 99045|  1|   |   |   |06 08 38.83|+24 41 33.3|15.72| 1.24| 1| 3|VC|  49.45|  0.78| 0.5| 11.5|  0.4| 0|  |  |  1.51|SN | |   |  | |Simbad
 46045| 44045|  1|   |   |   |06 08 10.52|+24 02 35.7|14.98| 0.88| 2| 3|VC|   2.14|  0.18| 0.5| 12.4|  0.6| 0|  |  |  0.35|SN | |   |  | |Simbad
 61045| 59045|  1|   |   |   |06 07 30.62|+24 19 15.6|15.47| 1.08| 2| 3|VC| -51.92|  0.04| 0.5| 10.0|     | 0|  |  |  0.09|SN | |   |  | |Simbad
 52045| 51045|  1|   |   |   |06 07 31.11|+24 16 52.8|15.32| 0.85| 2| 5|VC| -10.58|  0.80| 0.5| 10.0|     |46|  |  |  1.61|SN | |   |  | |Simbad
154045|144045|  1|   |   |   |06 10 27.24|+24 07 37.5|16.43| 1.28| 1| 3|VC|  -5.75|  1.16| 0.6| 15.0|  1.6|51|  |  |  2.07|SM | |   |  | |Simbad
 71045| 69045|  1|   |   |   |06 08 25.78|+24 40 43.6|15.69| 0.97| 1| 3|VC|  12.76|  0.52| 0.5| 10.0|     | 0|  |  |  1.05|SN | |   |  | |Simbad
 67045| 66045|  0|   |   |   |06 10 45.08|+24 23 05.2|15.06| 0.77| 1| 3|VC|   8.04|  0.47| 0.5| 10.6|  0.7| 0|  |  |  0.92|SN | |   |  | |Simbad
 26045| 26045|  1|   |   | 15|06 07 29.61|+24 22 58.8|13.93| 0.67| 2| 4|VC|   0.09|  0.36| 0.7| 23.7|  0.4| 0|  |58|  0.54|SN | |   |RR| |Simbad
 23045| 22045|  0|   |   | 65|06 07 53.22|+24 35 14.4|13.83| 0.88| 2| 3|VC| -47.54|  0.43| 0.5| 10.0|     | 0|  | 0|  0.87|SN | |   |  | |Simbad
 63046| 71046|  1|   |   |   |06 10 41.77|+24 13 43.6|15.29| 1.02| 1| 3|VC|  25.31|  1.05| 1.1| 59.8|  1.2| 0|  |  |  0.96|SN | |   |RR| |Simbad
 34046| 33046|  1|   |   |   |06 09 48.30|+23 59 56.8|14.78| 0.67| 2| 3|VC|  -2.60|  1.38| 1.1| 62.0|  2.6| 0|  |  |  1.23|SN | |   |RR| |Simbad
 56046| 56046|  1|   |   |   |06 09 41.65|+23 59 19.2|15.20| 0.88| 2| 3|VC| -23.13|  0.54| 0.5| 10.0|     | 0|  |  |  1.08|SN | |   |  | |Simbad
 39046| 38046|  1|   |   |   |06 07 30.59|+24 25 07.0|14.90| 0.97| 2| 3|VC|  10.26|  0.15| 0.5| 11.5|  1.5| 0|  |  |  0.29|SN | |   |  | |Simbad
  8046|  6046|  1|   |   |   |06 10 38.26|+24 11 21.7|13.01| 0.63| 1| 3|VC|  -6.31|  1.13| 1.2| 68.7|  0.4|79|  |  |  0.94|SM | |   |RR| |Simbad
 84046| 78046|  1|   |   |   |06 10 45.23|+24 16 33.9|15.61| 0.92| 1| 3|VC| -13.90|  1.05| 0.5| 13.0|  2.0| 0|  |  |  1.96|SN | |   |  | |Simbad
 38046| 37046|  0|   |   |   |06 10 25.51|+24 06 25.9|14.83| 1.09| 2| 3|VC|   5.13|  0.33| 0.5| 10.0|     | 0|  |  |  0.65|SN | |   |  | |Simbad
101046| 91046|  1|   |   |   |06 08 27.19|+24 41 11.7|16.05| 1.13| 1| 3|VC|   4.46|  1.19| 0.5| 10.0|     | 0|  |  |  2.39|SN | |   |  | |Simbad
103046|105046|  1|   |   |   |06 09 38.87|+23 58 51.5|16.14| 1.02| 1| 3|VC|  54.36|  0.02| 0.5| 10.0|     | 0|  |  |  0.03|SN | |   |  | |Simbad
 31046| 29046|  1|   |   |   |06 10 47.16|+24 18 43.8|14.72| 0.78| 1| 3|VC|  -9.92|  1.25| 0.6| 20.4| 10.4|80|  |  |  2.01|SM | |   |RR| |Simbad
 65046| 65046|  1|   |   |   |06 10 03.88|+24 39 19.0|15.30| 0.75| 2| 3|VC|  22.67|  1.10| 0.8| 30.9|  3.6| 0|  |  |  1.47|SN | |   |RR| |Simbad
 50046| 44046|  1|   |   |   |06 09 37.88|+24 42 11.9|15.16| 0.97| 1| 3|VC|   4.17|  1.12| 0.7| 27.5|  3.3| 0|  |  |  1.57|SN | |   |RR| |Simbad
 43046| 42046|  1|   |   |   |06 09 03.86|+23 57 40.6|15.04| 0.75| 1| 3|VC| -25.50|  0.69| 0.5| 10.0|     | 0|  |  |  1.37|SN | |   |  | |Simbad
118046| 99046|  1|   |   |   |06 10 36.39|+24 31 02.6|16.03| 0.91| 1| 3|VC|  42.36|  0.53| 0.5| 10.0|     | 0|  |  |  1.06|SN | |   |  | |Simbad
 54046| 57046|  1|   |   |   |06 09 00.97|+23 57 36.3|15.26| 0.81| 1| 4|VC|   2.82|  1.03| 0.5| 10.0|     | 0|  |  |  2.07|SN | |   |  | |Simbad
123046|123046|  1|   |   |   |06 10 20.46|+24 36 20.7|16.31| 1.29| 2| 3|VC| -17.42|  0.69| 0.6| 22.2| 12.2| 0|  |  |  1.07|SN | |   |RR| |Simbad
 77046| 76046|  1|   |   |   |06 10 40.34|+24 29 32.6|15.65| 1.03| 1| 3|VC|  69.08|  0.25| 0.5| 10.0|     | 0|  |  |  0.50|SN | |   |  | |Simbad
 52047| 60047|  1|   |   |   |06 08 14.98|+24 40 12.3|15.99| 1.00| 1| 3|VC|   1.73|  0.46| 0.5| 10.0|     | 0|  |  |  0.93|SN | |   |  | |Simbad
 21047| 20047|  1|   |   |   |06 10 11.00|+24 38 30.2|14.18| 0.72| 2| 3|VC|  -0.86|  0.23| 0.5| 10.0|     | 0|  |  |  0.45|SN | |   |  | |Simbad
 38047| 33047|  1|   |   |   |06 09 30.39|+23 57 56.3|15.14| 0.85| 1| 3|VC|  17.53|  0.24| 0.5| 10.0|     | 0|  |  |  0.48|SN | |   |  | |Simbad
 57047| 53047|  1|   |   |   |06 10 15.52|+24 03 08.2|15.74| 0.88| 2| 3|VC|  24.59|  1.06| 0.5| 10.0|     | 0|  |  |  2.11|SN | |   |  | |Simbad
