#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-10T18:31:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5defdd45bd11	
#INFO	-out.max=unlimited	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-order=I
#-out.src=J/AJ/148/38/table2
#-nav=cat:J/AJ/148/38&tab:{J/AJ/148/38/table2}&key:source=J/AJ/148/38/table2&HTTPPRM:&&-ref=VIZ5defdd45bd11&-out.max=unlimited&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=WOCS&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=V-I&-out=NW&-out=NC&-out=<RV>&-out=e_<RV>&-out=e/i&-out=PRV&-out=PPM&-out=Mm&-out=RV&-out=e_RV&-out=SB&-out=O&-out=XXIV&-out=VC&-ignore=VC=*&VC=VC&-out=Simbad&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/148/38/table2
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/148/38/table2
#-out=WOCS
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=V-I
#-out=NW
#-out=NC
#-out=<RV>
#-out=e_<RV>
#-out=e/i
#-out=PRV
#-out=PPM
#-out=Mm
#-out=RV
#-out=e_RV
#-out=SB
#-out=O
#-out=XXIV
#-out=VC
#-out=Simbad
#

#RESOURCE=yCat_51480038
#Name: J/AJ/148/38
#Title: WIYN open cluster study. LX. RV survey of NGC 6819 (Milliman+, 2014)
#Table	J_AJ_148_38_table2:
#Name: J/AJ/148/38/table2
#Title: Radial velocity summary table
#Column	WOCS	(I6)	[1001/260043] WIYN Open Cluster Study number (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	? The V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	V-I	(F5.2)	? The (V-I) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	NW	(I2)	[0/62] Number of WIYN 3.5m observations	[ucd=meta.number;obs]
#Column	NC	(I2)	[0/32] Number of CfA observations	[ucd=meta.number;obs]
#Column	<RV>	(F7.2)	[-241.841/69.628] Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_<RV>	(F5.2)	Standard error in <RV>	[ucd=stat.error;spect.dopplerVeloc;stat.mean]
#Column	e/i	(F6.2)	External error divided by internal error	[ucd=stat.error;spect.dopplerVeloc;stat.mean]
#Column	PRV	(I2)	[0/94]? Radial velocity membership probability [NULL integer written as an empty string]	[ucd=stat.probability;spect.dopplerVeloc]
#Column	PPM	(I2)	[0/99]? Proper-motion membership probability [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	Mm	(A3)	Membership class (1)	[ucd=meta.code.class]
#Column	RV	(F7.2)	? Center-of-mass radial velocity ({gamma}_RV_)	[ucd=phys.veloc]
#Column	e_RV	(F5.2)	? Error in gamma	[ucd=stat.error;phys.veloc]
#Column	SB	(A3)	Single, double- or triple-lined binary (SB1, SB2 or SB3)	[ucd=meta.note]
#Column	O	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	XXIV	(I3)	Display the data from Paper XXIV (Hole et al. 2009, J/AJ/138/159) [NULL integer written as an empty string]	[ucd=meta.number]
#Column	VC	(A2)	Show the radial Velocity Curves	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
WOCS|RAJ2000|DEJ2000|Vmag|V-I|NW|NC|<RV>|e_<RV>|e/i|PRV|PPM|Mm|RV|e_RV|SB|O|XXIV|VC|Simbad
 42024|19 40 34.82|+40 19 58.4|15.46| 0.71| 3| 0| -79.93| 0.65|  2.29| 0| 0|SN |       |     |   | |  1|VC|Simbad
 42026|19 40 09.77|+40 11 51.0|15.22| 1.25| 3| 0| -60.57| 0.31|  1.10| 0| 7|SN |       |     |   | |  0|VC|Simbad
 42027|19 40 29.76|+40 21 26.3|15.70| 0.82|31| 0|  -5.38| 1.35| 18.53| 0| 0|BN |  -5.87| 0.97|SB1| |  1|VC|Simbad
 42029|19 41 30.65|+40 25 51.0|15.26| 0.91| 3| 0| -22.85| 0.21|  0.73| 0| 0|SN |       |     |   | |  0|VC|Simbad
 42030|19 41 12.51|+39 57 00.9|15.47| 1.88| 3| 0|   5.52| 0.56|  1.98|16| 0|SN |       |     |   | |  0|VC|Simbad
 42033|19 39 52.57|+40 14 26.3|15.14| 1.01| 3| 0|  -2.67| 0.25|  0.87| 0| 0|SN |       |     |   | |  0|VC|Simbad
 42034|19 40 07.04|+40 01 57.9|15.31| 0.68| 3| 0|   1.75| 0.13|  0.46|93|58|SM |       |     |   | |  0|VC|Simbad
 42036|19 41 45.17|+39 54 38.4|14.93| 1.29| 3| 0| -31.22| 0.60|  2.12| 0|41|SN |       |     |   | |  0|VC|Simbad
 42037|19 40 45.95|+40 29 01.6|15.75| 0.94| 3| 0| -28.91| 0.33|  1.16| 0|62|SN |       |     |   | |  0|VC|Simbad
 42039|19 39 36.95|+40 11 54.9|15.10| 0.76| 3| 0|  -0.09| 0.44|  1.56|40|11|SN |       |     |   | |  0|VC|Simbad
 42041|19 40 10.41|+40 27 45.1|14.92| 0.89| 3| 0|  -1.11| 3.84| 13.59| 3| 0|BLN|       |     |   | |  0|VC|Simbad
 42046|19 41 01.53|+40 34 26.2|     |     | 3| 0| -14.85| 0.64|  2.25| 0|  |SN |       |     |   | |  0|VC|Simbad
 42047|19 41 01.52|+40 34 45.8|     |     | 3| 0| -74.10| 0.37|  1.29| 0|  |SN |       |     |   | |  0|VC|Simbad
 42048|19 42 47.88|+39 55 20.0|14.96| 0.76| 3| 0|  20.54| 0.30|  1.05| 0| 2|SN |       |     |   | |  0|VC|Simbad
 42049|19 42 37.37|+40 30 53.6|14.69| 0.74| 3| 0|   4.31| 0.50|  1.76|76| 2|SN |       |     |   | |  0|VC|Simbad
 42050|19 39 07.04|+40 11 25.3|14.87| 0.80| 3| 0|  -4.27| 0.31|  1.10| 0|  |SN |       |     |   | |  0|VC|Simbad
 42051|19 43 18.39|+40 01 08.5|15.05| 0.86| 2| 0|   7.78| 0.80|  2.00|  | 3|   |       |     |   | |  0|VC|Simbad
 42052|19 40 38.02|+40 36 37.3|14.48| 1.15| 1| 0|  39.55| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 42055|19 38 56.21|+40 15 54.2|14.59| 0.86| 2| 0| -89.49| 0.23|  0.57|  |  |   |       |     |   | |  0|VC|Simbad
 42058|19 42 22.65|+39 45 43.1|14.46| 0.96| 3| 0| -54.33| 0.06|  0.20| 0|  |SN |       |     |   | |  0|VC|Simbad
 43005|19 41 08.13|+40 12 43.0|15.78| 0.74| 2| 0|   1.80| 0.07|  0.18|  |99|   |       |     |   | |  0|VC|Simbad
 43006|19 41 03.75|+40 12 29.5|15.65| 0.80| 3| 0|   1.52| 6.36| 22.47|91|89|BLM|       |     |   | |  0|VC|Simbad
 43007|19 41 31.00|+40 13 26.7|15.72| 0.82| 3| 0| -32.26| 0.20|  0.71| 0|92|SN |       |     |   | |  1|VC|Simbad
 43008|19 41 00.56|+40 13 43.6|15.83| 0.72| 3| 0| -23.36| 0.40|  1.42| 0| 0|SN |       |     |   | |  1|VC|Simbad
 43009|19 41 05.51|+40 08 28.4|15.89| 0.77| 3| 0|   2.59| 0.20|  0.72|94|96|SM |       |     |   | |  1|VC|Simbad
 43010|19 41 31.59|+40 07 44.5|15.94| 0.78| 4| 0|   2.64| 0.77|  3.34|94|98|SM |       |     |   | |  1|VC|Simbad
 43011|19 41 44.92|+40 12 37.0|16.17| 0.80| 3| 0|   1.41| 0.46|  1.62|90|98|SM |       |     |   | |  1|VC|Simbad
 43012|19 41 39.09|+40 08 04.0|16.04| 0.81| 3| 0|   2.22| 0.15|  0.52|94|98|SM |       |     |   | |  0|VC|Simbad
 43013|19 41 51.36|+40 11 11.6|15.92| 0.80| 4| 0|   2.43| 0.19|  0.81|94|99|SM |       |     |   | |  1|VC|Simbad
 43014|19 41 51.32|+40 10 20.3|16.21| 0.79| 3| 0|   6.12| 0.15|  0.54| 3|27|SN |       |     |   | |  1|VC|Simbad
 43015|19 41 55.39|+40 13 31.6|15.88| 0.92| 4| 0| -47.64| 0.63|  2.73| 0|88|SN |       |     |   | |  0|VC|Simbad
 43016|19 41 49.63|+40 07 25.2|15.83| 0.88| 3| 0| -20.43| 0.42|  1.50| 0| 0|SN |       |     |   | |  1|VC|Simbad
 43018|19 41 54.86|+40 16 43.4|16.09| 0.92|11| 0| -41.96| 3.91| 30.89| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 43019|19 40 31.26|+40 09 40.4|15.76| 0.72| 3| 0|   2.34| 0.29|  1.03|94|99|SM |       |     |   | |  0|VC|Simbad
 43021|19 40 42.20|+40 03 59.0|15.77| 0.74| 3| 0|   0.72| 0.11|  0.37|78|58|SM |       |     |   | |  1|VC|Simbad
 43023|19 41 41.68|+40 01 25.8|15.67| 0.87| 8| 0|  -1.92| 0.17|  1.09| 0| 0|SN |       |     |   | |  1|VC|Simbad
 43024|19 42 16.15|+40 14 26.2|15.45| 0.78| 3| 0| -21.94| 0.32|  1.15| 0| 7|SN |       |     |   | |  0|VC|Simbad
 43026|19 42 25.06|+40 11 37.0|15.29| 0.83|12| 0|  14.44| 1.38| 11.42| 0|38|BLN|       |     |   | |  0|VC|Simbad
 43027|19 40 33.23|+40 01 16.7|15.84| 0.77| 3| 0| -37.39| 0.23|  0.80| 0| 1|SN |       |     |   | |  1|VC|Simbad
 43028|19 42 29.08|+40 12 01.5|16.09| 0.94| 5| 0|   9.77| 0.80|  3.99| 0|62|SN |       |     |   | |  0|VC|Simbad
 43029|19 40 10.70|+40 05 22.8|15.30| 0.83| 3| 0|   2.75| 0.21|  0.76|94|58|SM |       |     |   | |  0|VC|Simbad
 43030|19 41 37.83|+39 57 29.8|14.90| 0.80| 3| 0| -10.03| 0.35|  1.22| 0| 0|SN |       |     |   | |  1|VC|Simbad
 43031|19 41 18.72|+40 26 53.4|16.15| 0.77| 3| 0|   3.34| 0.03|  0.12|92|  |SM |       |     |   | |  0|VC|Simbad
 43032|19 42 25.44|+40 03 05.8|15.26| 0.83| 4| 0|  -4.23| 0.67|  2.88| 0| 0|SN |       |     |   | |  0|VC|Simbad
 43033|19 40 02.83|+40 04 27.1|15.46| 0.86| 3| 0| -20.33| 0.72|  2.55| 0| 0|SN |       |     |   | |  0|VC|Simbad
 43034|19 39 50.54|+40 13 38.4|15.27| 1.05| 3| 0| -12.56| 0.44|  1.56| 0| 0|SN |       |     |   | |  0|VC|Simbad
 43035|19 40 43.37|+39 55 46.4|15.30| 0.71| 3| 0|   2.95| 0.53|  1.89|93|  |SM |       |     |   | |  0|VC|Simbad
 43036|19 39 44.47|+40 11 08.4|15.20| 0.95| 3| 0| -32.26| 0.78|  2.76| 0| 0|SN |       |     |   | |  0|VC|Simbad
 43037|19 42 33.98|+40 22 56.1|15.43| 1.46| 4| 0| -70.86| 0.21|  0.89| 0| 3|SN |       |     |   | |  0|VC|Simbad
 43041|19 39 33.12|+40 16 03.3|15.04| 0.81| 1| 0| -29.35| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
 43042|19 41 59.06|+39 52 39.7|14.85| 1.34| 8| 0| -57.78| 1.78| 11.80| 0| 4|BLN|       |     |   | |  0|VC|Simbad
 43046|19 41 41.03|+39 49 34.0|15.24| 0.94| 3| 0|   2.72| 0.17|  0.61|94|  |SM |       |     |   | |  0|VC|Simbad
 43048|19 40 26.89|+39 49 55.5|14.99| 0.75| 1| 0| -58.60| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
 43049|19 43 09.71|+40 22 52.4|14.84| 1.26| 3| 0| -69.46| 0.28|  0.99| 0|41|SN |       |     |   | |  0|VC|Simbad
 43050|19 42 16.67|+40 33 49.9|14.70| 0.77| 3| 0| -43.36| 0.33|  1.17| 0|  |SN |       |     |   | |  0|VC|Simbad
 43051|19 43 26.83|+40 17 49.0|14.85| 1.41| 3| 0|-177.33| 0.28|  0.98| 0|  |SN |       |     |   | |  0|VC|Simbad
 43054|19 43 19.13|+40 25 02.4|15.16| 0.94| 3| 0| -15.81| 0.26|  0.90| 0|  |SN |       |     |   | |  0|VC|Simbad
 43057|19 38 51.47|+40 05 59.3|     |     | 2| 0|  16.88| 0.32|  0.80|  |  |   |       |     |   | |  0|VC|Simbad
 44003|19 41 15.92|+40 10 32.7|16.04| 0.79| 3| 0|   3.79| 0.39|  1.39|87| 0|SN |       |     |   | |  1|VC|Simbad
 44004|19 41 12.49|+40 13 20.3|15.54| 0.79| 1| 0|   3.20| 0.40| -1.00|  |99|   |       |     |   | |  0|VC|Simbad
 44005|19 41 24.46|+40 13 19.8|15.82| 0.78|13| 0|   3.33| 0.43|  3.69|92|99|SM |       |     |   | |  1|VC|Simbad
 44006|19 41 14.35|+40 09 20.4|15.81| 0.96| 3| 0|   3.17| 0.50|  1.77|93|99|SM |       |     |   | |  0|VC|Simbad
 44007|19 41 03.11|+40 10 31.8|15.73| 0.75| 3| 0|   2.60| 0.36|  1.28|94|99|SM |       |     |   | |  1|VC|Simbad
 44008|19 41 10.64|+40 15 21.7|15.81| 0.81| 7| 0|   2.68| 1.22|  7.48|94| 0|BLN|       |     |   | |  1|VC|Simbad
 44009|19 40 57.91|+40 14 01.5|15.92| 0.90| 6| 0| -50.12| 0.79|  4.42| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 44010|19 41 32.36|+40 15 37.2|16.05| 0.77| 3| 0|   2.55| 0.37|  1.31|94|98|SM |       |     |   | |  0|VC|Simbad
 44012|19 41 03.48|+40 06 49.8|16.04| 0.75| 8| 0|  43.04| 1.54| 10.18| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 44014|19 41 34.73|+40 06 02.1|16.23| 0.82| 3| 0|   1.68| 0.29|  1.04|92|98|SM |       |     |   | |  1|VC|Simbad
 44015|19 41 26.16|+40 18 43.6|15.89| 0.83| 3| 0| -15.76| 1.00|  3.52| 0| 0|SN |       |     |   | |  0|VC|Simbad
 44016|19 41 57.57|+40 12 58.2|15.87| 0.81| 3| 0|   3.11| 0.34|  1.21|93| 0|SN |       |     |   | |  1|VC|Simbad
 44021|19 41 30.89|+40 21 51.3|15.75| 0.87|11| 0|-130.12| 8.24| 65.13| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 44022|19 42 13.03|+40 10 24.1|15.92| 0.77| 7| 0|   2.04| 0.19|  1.19|94|58|SM |       |     |   | |  1|VC|Simbad
 44023|19 42 16.25|+40 10 44.6|15.70| 0.78| 3| 0|   4.04| 0.50|  1.77|83|61|SM |       |     |   | |  0|VC|Simbad
 44024|19 41 51.01|+40 21 40.7|15.44| 0.90| 3| 0| -40.71| 0.18|  0.65| 0| 0|SN |       |     |   | |  1|VC|Simbad
 44025|19 41 07.26|+39 59 48.4|15.72| 0.76| 5| 0| -25.61| 0.51|  2.54| 0|30|SN |       |     |   | |  1|VC|Simbad
 44028|19 42 27.80|+40 08 18.6|15.77| 0.88| 1| 0| -31.34| 0.40| -1.00|  |59|   |       |     |   | |  0|VC|Simbad
 44030|19 41 45.67|+40 25 37.7|15.16| 0.82| 3| 0|  14.64| 0.20|  0.70| 0|10|SN |       |     |   | |  0|VC|Simbad
 44032|19 41 03.47|+40 27 11.0|14.92| 0.66| 6| 0| -44.74| 1.51|  8.46| 0| 0|BLN|       |     |   | |  0|VC|Simbad
 44033|19 41 59.36|+40 26 13.3|15.44| 0.69| 3| 0|   3.75| 0.42|  1.49|88|  |SM |       |     |   | |  0|VC|Simbad
 44036|19 42 01.75|+40 27 07.6|15.30| 0.89| 4| 0| -29.79| 0.20|  0.86| 0| 3|SN |       |     |   | |  0|VC|Simbad
 44041|19 41 40.31|+39 52 03.8|15.03| 0.75| 1| 0|   0.64| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
 44042|19 42 47.08|+40 00 22.8|14.73| 1.49| 3| 0| -25.66| 0.29|  1.03| 0|30|SN |       |     |   | |  0|VC|Simbad
 44044|19 43 07.63|+40 17 01.9|15.06| 1.47| 2| 0|  -3.04| 1.15|  2.88|  | 0|   |       |     |   | |  0|VC|Simbad
 44045|19 41 48.51|+40 33 13.0|15.04| 1.00| 3| 0| -22.60| 0.17|  0.61| 0| 9|SN |       |     |   | |  0|VC|Simbad
 44047|19 43 18.18|+40 07 47.6|15.31| 1.39| 3| 0|  20.28| 0.15|  0.54| 0|52|SN |       |     |   | |  0|VC|Simbad
 44050|19 39 09.64|+40 08 11.3|14.81| 0.82| 3| 0|   5.26| 0.31|  1.10|28|  |SN |       |     |   | |  0|VC|Simbad
 44051|19 42 05.31|+39 48 17.9|15.13| 0.86| 3| 0| -74.25| 0.32|  1.13| 0|  |SN |       |     |   | |  0|VC|Simbad
 44052|19 43 31.40|+40 10 35.5|14.58| 1.22| 3| 0| -21.63| 0.07|  0.23| 0|  |SN |       |     |   | |  0|VC|Simbad
 44055|19 41 28.29|+40 38 44.5|14.53| 0.86| 1| 0|  19.48| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 45003|19 41 13.63|+40 11 01.1|15.97| 0.77| 3| 0|   2.36| 0.34|  1.19|94|22|SM |       |     |   | |  0|VC|Simbad
 45004|19 41 25.71|+40 12 32.9|15.55| 0.72| 1| 0|   1.38| 0.40| -1.00|  |99|   |       |     |   | |  1|VC|Simbad
 45006|19 41 02.07|+40 11 59.4|15.64| 0.75| 4| 0|  19.91| 1.00|  4.32| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 45007|19 41 07.40|+40 14 40.9|15.81| 0.76| 3| 0|   0.59| 0.34|  1.19|74|99|SM |       |     |   | |  1|VC|Simbad
 45008|19 41 25.54|+40 08 25.5|15.83| 0.77| 4| 0|   2.01| 0.13|  0.55|94|99|SM |       |     |   | |  1|VC|Simbad
 45011|19 41 44.16|+40 12 44.9|16.31| 0.83| 4| 0|   1.31| 0.28|  1.20|89| 6|SM |       |     |   | |  1|VC|Simbad
 45012|19 41 02.23|+40 16 46.2|16.04| 0.74| 4| 0|   1.08| 0.19|  0.82|86|98|SM |       |     |   | |  1|VC|Simbad
 45013|19 40 48.65|+40 14 45.0|15.93| 0.75| 3| 0|   1.97| 0.05|  0.19|93| 0|SN |       |     |   | |  1|VC|Simbad
 45014|19 40 53.23|+40 16 28.6|16.24| 0.77| 4| 0|  19.92| 0.77|  3.32| 0| 0|SN |       |     |   | |  1|VC|Simbad
 45015|19 41 43.91|+40 16 52.8|15.90| 0.81| 3| 0| -12.58| 0.16|  0.55| 0| 0|SN |       |     |   | |  1|VC|Simbad
 45019|19 41 44.68|+40 04 11.0|15.79| 0.83| 1| 0|   9.18| 0.40| -1.00|  | 0|   |       |     |   | |  0|VC|Simbad
 45020|19 41 58.57|+40 17 45.9|16.08| 0.77| 5| 0|   1.16| 0.74|  3.68|87|58|SM |       |     |   | |  1|VC|Simbad
 45021|19 40 25.92|+40 09 00.4|15.80| 0.84|13| 0|  23.66| 0.65|  5.60| 0|59|BN |  22.50| 0.16|SB1| |  1|VC|Simbad
 45022|19 41 25.22|+40 01 04.8|16.01| 0.79| 3| 0|   3.06| 0.77|  2.72|93|62|SM |       |     |   | |  1|VC|Simbad
 45023|19 41 43.79|+40 21 56.3|15.74| 0.81| 5| 0|  18.12| 0.64|  3.19| 0|44|SN |       |     |   | |  1|VC|Simbad
 45026|19 40 35.68|+40 01 59.1|15.34| 1.17|23| 0| -88.30| 4.47| 52.41| 0| 0|BN | -82.10| 0.68|SB1| |  1|VC|Simbad
 45028|19 40 21.22|+40 20 32.0|15.62| 0.88| 6| 0|  -5.64| 0.30|  1.68| 0| 5|SN |       |     |   | |  1|VC|Simbad
 45029|19 42 22.52|+40 04 46.6|15.09| 0.77| 5| 0| -11.42| 0.22|  1.10| 0| 0|SN |       |     |   | |  0|VC|Simbad
 45030|19 42 03.84|+40 23 47.4|15.19| 0.76| 7| 0|  -8.14| 1.40|  8.60| 0|35|BLN|       |     |   | |  0|VC|Simbad
 45033|19 42 40.06|+40 07 52.1|15.19| 1.34| 4| 0| -56.71| 0.09|  0.38| 0| 1|SN |       |     |   | |  0|VC|Simbad
 45034|19 42 40.83|+40 06 11.1|15.30| 0.85| 3| 0|  16.95| 0.63|  2.24| 0|12|SN |       |     |   | |  1|VC|Simbad
 45035|19 40 49.80|+39 55 24.1|15.39| 1.30| 3| 0|  -9.43| 0.32|  1.13| 0|13|SN |       |     |   | |  0|VC|Simbad
 45038|19 40 11.84|+40 25 33.6|15.44| 1.40| 4| 0|  13.52| 0.51|  2.23| 0| 4|SN |       |     |   | |  0|VC|Simbad
 45041|19 43 01.59|+40 09 22.3|15.03| 1.25| 4| 0|  -5.78| 0.27|  1.16| 0| 0|SN |       |     |   | |  0|VC|Simbad
 45042|19 40 41.27|+39 52 02.9|14.99| 0.77| 3| 0| -30.82| 0.35|  1.24| 0|11|SN |       |     |   | |  0|VC|Simbad
 45043|19 39 49.16|+39 59 13.5|15.34| 0.98| 3| 0|  32.12| 0.22|  0.77| 0| 0|SN |       |     |   | |  1|VC|Simbad
 45044|19 42 35.63|+39 55 46.9|15.45| 0.88| 3| 0| -33.69| 0.18|  0.65| 0|  |SN |       |     |   | |  0|VC|Simbad
 45045|19 42 06.04|+40 32 09.1|14.90| 0.79| 3| 0| -16.79| 0.33|  1.15| 0|39|SN |       |     |   | |  0|VC|Simbad
 45046|19 43 13.50|+40 16 45.1|15.29| 0.93| 3| 0| -85.96| 0.85|  2.99| 0|53|SN |       |     |   | |  0|VC|Simbad
 45047|19 41 45.25|+40 34 26.6|15.06| 0.70| 3| 0|  12.43| 0.14|  0.50| 0|  |SN |       |     |   | |  0|VC|Simbad
 45048|19 41 34.33|+39 48 28.7|14.95| 1.17| 3| 0| -25.32| 0.28|  1.00| 0|  |SN |       |     |   | |  0|VC|Simbad
 45050|19 42 55.02|+39 55 45.8|14.98| 0.75| 3| 0|  -5.50| 0.87|  3.08| 0|  |SN |       |     |   | |  0|VC|Simbad
 45051|19 43 20.73|+40 20 41.9|15.17| 1.70| 3| 0|  -1.65| 0.30|  1.08| 0|  |SN |       |     |   | |  0|VC|Simbad
 45056|19 41 43.87|+40 38 53.7|14.72| 0.84| 7| 0| -40.74| 0.13|  0.80| 0|  |SN |       |     |   | |  0|VC|Simbad
 45057|19 43 44.16|+40 09 46.9|14.73| 0.88| 6| 0| -65.15| 0.72|  4.04| 0|  |BLN|       |     |   | |  0|VC|Simbad
 45058|19 41 58.72|+40 39 22.3|14.49| 1.11| 1| 0| -31.37| 0.40| -1.00|  |  |   |       |     |   | |  0|VC|Simbad
 46006|19 41 32.03|+40 11 49.4|15.63| 0.75| 3| 0|   1.86| 0.23|  0.82|93|99|SM |       |     |   | |  1|VC|Simbad
 46007|19 41 01.92|+40 10 51.9|15.81| 0.74| 3| 0|   4.83| 0.07|  0.26|52|99|SM |       |     |   | |  1|VC|Simbad
 46008|19 40 58.89|+40 12 18.0|15.92| 0.76| 3| 0|   2.76| 0.51|  1.80|94|97|SM |       |     |   | |  1|VC|Simbad
 46009|19 41 34.97|+40 14 27.6|15.93| 0.75| 5| 0|   1.74| 0.23|  1.17|92|30|SM |       |     |   | |  0|VC|Simbad
 46010|19 41 01.97|+40 07 50.3|16.10| 0.86| 3| 0|   2.88| 0.11|  0.38|94|57|SM |       |     |   | |  0|VC|Simbad
 46012|19 41 19.35|+40 06 13.0|16.09| 0.90| 3| 0| -67.31| 0.17|  0.59| 0| 0|SN |       |     |   | |  1|VC|Simbad
 46013|19 41 43.12|+40 15 36.0|15.95| 0.76|25| 0|   3.84| 1.45| 17.74|94|99|BM |   2.30| 0.29|SB1|O|  1|VC|Simbad
 46014|19 40 43.86|+40 10 00.0|16.23| 0.81| 4| 0| -31.55| 0.65|  2.79| 0| 0|SN |       |     |   | |  1|VC|Simbad
 46015|19 40 42.98|+40 08 58.9|15.90| 0.72| 4| 0|   3.28| 0.12|  0.52|92|98|SM |       |     |   | |  1|VC|Simbad
 46017|19 41 55.98|+40 15 56.1|15.75| 0.82| 7| 0| -10.21| 0.61|  3.71| 0| 0|SN |       |     |   | |  1|VC|Simbad
 46019|19 41 32.11|+40 02 58.2|15.80| 0.77| 3| 0|  12.28| 0.33|  1.18| 0| 0|SN |       |     |   | |  1|VC|Simbad
 46021|19 40 42.93|+40 19 51.5|15.81| 0.86| 3| 0| -19.62| 0.17|  0.61| 0|62|SN |       |     |   | |  1|VC|Simbad
 46022|19 40 38.37|+40 04 13.4|15.98| 0.76| 3| 0|   8.68| 0.10|  0.36| 0|63|SN |       |     |   | |  0|VC|Simbad
 46023|19 41 58.66|+40 04 05.2|15.73| 0.75| 3| 0|  -8.53| 0.10|  0.37| 0| 7|SN |       |     |   | |  0|VC|Simbad
 46024|19 42 19.03|+40 13 57.0|15.43| 1.44| 3| 0| -56.58| 0.08|  0.29| 0|54|SN |       |     |   | |  1|VC|Simbad
 46026|19 42 12.14|+40 19 27.1|15.44| 0.94|12| 0| -31.40| 1.90| 15.78| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 46027|19 40 18.71|+40 04 42.0|15.80| 0.84| 9| 0|   0.04| 0.22|  1.55|48| 0|SN |       |     |   | |  0|VC|Simbad
 46030|19 40 15.27|+40 20 12.7|15.14| 1.03| 6| 0| -55.03| 1.06|  5.93| 0| 0|BLN|       |     |   | |  1|VC|Simbad
 46031|19 42 10.00|+40 23 17.1|15.50| 0.85| 3| 0| -20.21| 0.40|  1.42| 0| 0|SN |       |     |   | |  0|VC|Simbad
 46032|19 40 04.75|+40 19 36.5|15.30| 0.77| 3| 0| -37.59| 0.20|  0.72| 0|22|SN |       |     |   | |  1|VC|Simbad
 46033|19 41 57.68|+40 25 50.5|15.43| 0.76| 3| 0|  10.07| 0.59|  2.09| 0|61|SN |       |     |   | |  0|VC|Simbad
 46036|19 42 47.62|+40 08 31.9|15.23| 1.30| 3| 0| -69.02| 0.14|  0.49| 0|26|SN |       |     |   | |  0|VC|Simbad
 46040|19 39 34.92|+40 09 22.1|15.33| 0.73| 4| 0|   2.58| 0.25|  1.09|94|16|SM |       |     |   | |  0|VC|Simbad
 46044|19 40 54.97|+39 50 38.5|15.11| 0.84| 3| 0|  15.58| 0.31|  1.10| 0|18|SN |       |     |   | |  0|VC|Simbad
 46045|19 39 28.03|+40 04 39.6|14.88| 0.81| 3| 0| -11.62| 0.52|  1.83| 0| 4|SN |       |     |   | |  0|VC|Simbad
 46047|19 40 32.02|+40 33 23.6|15.44| 0.92| 3| 0| -12.41| 0.10|  0.35| 0|  |SN |       |     |   | |  0|VC|Simbad
 46048|19 43 20.27|+40 08 37.6|14.97| 0.86| 3| 0| -33.05| 0.12|  0.43| 0|  |SN |       |     |   | |  0|VC|Simbad
 46049|19 42 15.03|+39 50 15.9|14.90| 1.33| 8| 0| -15.00| 0.87|  5.78| 0|43|BLN|       |     |   | |  0|VC|Simbad
 46051|19 41 18.33|+39 46 43.4|14.86| 1.30| 2| 0|   1.09| 1.27|  3.17|  |  |   |       |     |   | |  0|VC|Simbad
