#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-07T20:11:45 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d9b9ae08e03	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/138/159&tab:{J/AJ/138/159/table1}&key:source=J/AJ/138/159/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/138/159/table1
#-order=I
#-out=WOCS
#-out=Vmag
#-out=B-V
#-out=V-R
#-out=V-I
#-out=Vmag1
#-out=B-V1
#-out=Vmag2
#-out=B-V2
#-out=Vmag3
#-out=B-V3
#-out=Jmag
#-out=J-Ks
#-out=A74
#-out=S72
#-out=_RA
#-out=_DE
#-out.all=2
#

#RESOURCE=yCat_51380159
#Name: J/AJ/138/159
#Title: NGC 6819 stellar radial-velocity and photometry (Hole+, 2009)
#Table	J_AJ_138_159_table1:
#Name: J/AJ/138/159/table1
#Title: The NGC 6819 WOCS photometry database
#Column	WOCS	(A6)	[1001/115030] WIYN Open Cluster Study identification (G1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F6.3)	? Phot98 project V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Phot98 project (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F6.3)	? Phot98 project (V-R) color index	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F6.3)	? Phot98 project (V-I) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	Vmag1	(F6.3)	? Phot03 project V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V1	(F6.3)	? Phot03 project (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Vmag2	(F6.3)	? Rosvick & Vandenberg (1998AJ....115.1516R) V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V2	(F6.3)	? Rosvick & Vandenberg (1998AJ....115.1516R) (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Vmag3	(F6.3)	? Kalirai et al. (2001AJ....122..266K) V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V3	(F6.3)	? Kalirai et al. (2001AJ....122..266K) (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Jmag	(F6.3)	? 2MASS J band magnitude	[ucd=phot.mag;em.IR.J]
#Column	J-Ks	(F6.3)	? 2MASS (J-Ks) color index	[ucd=phot.color;em.IR.J;em.IR.K]
#Column	A74	(I4)	? Auner (1974A&AS...13..143A) identification, <NGC 6819 NNN> in Simbad [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S72	(I3)	? Sanders (1972A&A....19..155S) identification, <[S72b] NGC 6819 NNN> in Simbad [NULL integer written as an empty string]	[ucd=meta.id]
#Column	_RA	(F9.5)	Position for stars having a radial velocity (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position for stars having a radial velocity (declination part)	[ucd=pos.eq.dec;meta.main]
WOCS|Vmag|B-V|V-R|V-I|Vmag1|B-V1|Vmag2|B-V2|Vmag3|B-V3|Jmag|J-Ks|A74|S72|_RA|_DE
062024|15.867| 0.599| 0.358| 0.740|15.827| 0.626|      |      |15.832| 0.602|14.592| 0.372|    |   |295.52879|+40.30697
064024|15.899| 0.775| 0.423| 0.895|      |      |      |      |15.897| 0.780|14.387| 0.474|    |   |295.56858|+40.13458
068024|15.997| 0.760| 0.411| 0.902|16.020| 0.754|      |      |16.021| 0.766|14.433| 0.391|    |   |295.52200|+40.07894
069024|16.027| 0.778| 0.449| 0.763|      |      |      |      |16.029| 0.776|14.558| 0.417|    |   |295.09200|+40.29028
070024|16.029| 0.634| 0.373| 0.851|      |      |      |      |16.020| 0.681|14.613| 0.331|    |   |295.30183|+40.00028
071024|      |      |      |      |      |      |      |      |16.251| 0.637|15.006| 0.262|    |   |         |
072024|16.084| 0.617| 0.346| 0.755|16.068| 0.630|      |      |16.067| 0.624|14.835| 0.342|    |   |295.53504|+40.30125
073024|16.077| 0.758| 0.450| 0.912|      |      |      |      |16.091| 0.773|14.578| 0.511|    |   |295.55687|+40.10739
075024|16.088| 0.599| 0.330| 0.769|      |      |      |      |16.080| 0.622|14.854| 0.150|    |   |295.33354|+39.99994
079024|16.208| 0.649| 0.385| 0.834|      |      |      |      |16.215| 0.679|14.872| 0.450|    |   |295.30100|+40.00356
080024|16.232| 0.644| 0.358| 0.718|16.221| 0.636|      |      |16.218| 0.638|14.835| 0.330|    |   |295.52004|+40.32081
087024|16.350| 0.732| 0.399| 0.822|16.322| 0.745|      |      |16.325| 0.733|14.992| 0.484|    |   |295.51962|+40.32256
001025|      |      |      |      |      |      |      |      |      |      | 8.697| 0.106|    |   |         |
002025|      |      |      |      |      |      |      |      |      |      |10.165| 0.752|    |   |         |
003025|      |      |      |      |      |      |      |      |14.701| 0.716|10.214| 0.860|    |   |         |
004025|      |      |      |      |      |      |      |      |      |      |10.704| 0.688|    |   |         |
005025|12.959| 0.916| 0.568| 1.053|12.967| 0.960|      |      |      |      |11.223| 0.561|    |   |295.46771|+40.02794
010025|      |      |      |      |      |      |      |      |      |      |12.330| 0.312|    |   |         |
012025|13.523| 0.707| 0.439| 0.834|      |      |      |      |      |      |12.168| 0.422|    |   |295.56450|+40.11572
015025|14.062| 0.947| 0.540| 0.966|      |      |      |      |13.988| 0.976|12.451| 0.512|    |   |295.48675|+40.35775
016025|      |      |      |      |      |      |      |      |14.393| 0.528|13.377| 0.272|    |   |         |
017025|14.536| 0.682| 0.385| 0.863|14.528| 0.688|      |      |14.493| 0.713|13.136| 0.365|    |   |295.55017|+40.30078
018025|      |      |      |      |      |      |      |      |14.345| 0.293|13.336| 0.340|    |   |         |
019025|14.599| 0.807| 0.461| 0.797|14.579| 0.884|      |      |14.521| 0.849|13.069| 0.524|    |   |295.53462|+40.31889
020025|14.646| 0.724| 0.367| 0.761|14.754| 0.628|      |      |      |      |13.315| 0.448|    |   |295.48204|+40.02844
021025|14.758| 0.862| 0.369| 0.671|      |      |      |      |14.736| 0.692|13.397| 0.425|    |   |295.09637|+40.30953
022025|14.927| 1.211| 0.709| 1.340|14.948| 1.178|      |      |14.848| 1.200|12.665| 0.734|    |   |295.54729|+40.31050
023025|14.959| 1.190| 0.595| 1.214|      |      |      |      |14.965| 1.189|12.857| 0.732|    |   |295.20796|+40.00925
025025|      |      |      |      |      |      |      |      |15.088| 0.600|13.870| 0.315|    |   |         |
026025|15.097| 1.351| 0.674| 1.360|      |      |      |      |15.097| 1.321|12.755| 0.782|    |   |295.36075|+39.99778
027025|15.130| 1.194| 0.629| 1.250|      |      |      |      |15.140| 1.188|13.004| 0.725|    |   |295.27387|+39.99972
029025|15.101| 0.651| 0.394| 0.807|15.170| 0.642|      |      |15.108| 0.673|13.739| 0.423|    |   |295.54692|+40.09042
030025|15.228| 0.844| 0.484| 0.931|      |      |      |      |15.154| 0.862|13.669| 0.447|    |   |         |
031025|      |      |      |      |15.299| 0.639|      |      |15.309| 0.636|14.039| 0.321|    |   |295.15862|+40.35367
032025|15.305| 0.824| 0.456| 0.876|      |      |      |      |15.247| 0.834|13.845| 0.501|    |   |295.47304|+40.36919
033025|15.320| 0.621| 0.375| 0.689|      |      |      |      |15.265| 0.655|13.970| 0.292|    |   |         |
035025|15.380| 0.552| 0.334| 0.725|15.367| 0.574|      |      |15.400| 0.583|14.224| 0.439|    |   |295.11371|+40.07117
036025|      |      |      |      |      |      |      |      |15.255| 1.081|13.405| 0.638|    |   |         |
040025|15.621| 0.650| 0.378| 0.785|      |      |      |      |15.625| 0.660|14.363| 0.340|    |   |295.57108|+40.11211
044025|15.688| 0.623| 0.339| 0.744|      |      |      |      |15.689| 0.652|14.468| 0.365|    |   |295.28025|+39.99678
047025|15.922| 0.665| 0.389| 0.821|      |      |      |      |15.907| 0.674|14.524| 0.449|    |   |295.56425|+40.27533
050025|15.941| 0.712| 0.402| 0.863|      |      |      |      |15.930| 0.737|      |      |    |   |295.39708|+40.00300
053025|15.984| 0.775| 0.433| 0.691|15.973| 0.770|      |      |15.968| 0.785|14.664| 0.484|    |   |295.11958|+40.32842
055025|15.979| 0.609| 0.315| 0.757|      |      |      |      |15.942| 0.606|14.790| 0.291|    |   |295.46058|+40.36761
067025|16.156| 0.570| 0.362| 0.827|      |      |      |      |16.135| 0.620|14.839| 0.188|    |   |         |
068025|16.165| 0.693| 0.427| 0.931|      |      |      |      |16.093| 0.758|14.443| 0.382|    |   |         |
069025|16.175| 0.629| 0.460| 0.784|      |      |      |      |      |      |14.433| 0.563|    |   |295.16850|+40.36431
070025|      |      |      |      |16.210| 0.821|      |      |16.221| 0.814|14.707| 0.396|    |   |         |
073025|16.269| 0.814| 0.436| 0.943|      |      |      |      |16.277| 0.825|14.722| 0.497|    |   |         |
076025|      |      |      |      |      |      |      |      |12.913| 0.807|14.439| 0.592|    |   |         |
080025|16.385| 0.647| 0.364| 0.694|      |      |      |      |16.327| 0.643|15.131| 0.319|    |   |295.44546|+40.37392
082025|16.446| 0.745| 0.227| 0.726|16.417| 0.583|      |      |16.434| 0.590|15.182| 0.535|    |   |295.13567|+40.34322
083025|16.464| 0.723| 0.338| 0.830|      |      |      |      |16.469| 0.689|15.134| 0.586|    |   |295.09900|+40.30083
005026|      |      |      |      |12.423| 1.241|      |      |      |      |10.274| 0.705|    |   |295.14292|+40.35578
006026|      |      |      |      |      |      |      |      |      |      |10.764| 0.736|    |   |         |
009026|13.446| 1.011| 0.568| 1.131|13.473| 1.010|      |      |      |      |11.500| 0.564|    |   |295.47775|+40.02453
011026|      |      |      |      |      |      |      |      |13.826| 1.043|11.966| 0.618|    |   |         |
012026|13.889| 1.051| 0.726| 1.174|      |      |      |      |      |      |11.683| 0.657|    |   |295.09437|+40.31928
014026|14.123| 1.304| 0.699| 1.323|14.116| 1.286|      |      |14.064| 1.280|11.745| 0.803|    |   |295.55342|+40.31753
015026|      |      |      |      |      |      |      |      |14.299| 0.571|13.119| 0.265|    |   |         |
016026|      |      |      |      |      |      |      |      |14.293| 0.583|13.044| 0.310|    |   |         |
017026|14.300| 0.588| 0.317| 0.658|      |      |      |      |14.322| 0.574|13.171| 0.266|    |   |295.56804|+40.09786
020026|14.380| 0.720| 0.371| 0.799|      |      |      |      |14.380| 0.759|13.055| 0.343|    |   |295.23521|+39.99425
021026|      |      |      |      |14.415| 1.008|      |      |14.405| 1.000|12.659| 0.605|    |   |295.13371|+40.35361
022026|      |      |      |      |14.428| 0.935|      |      |14.481| 0.973|12.584| 0.556|    |   |295.13733|+40.04072
023026|      |      |      |      |      |      |      |      |14.396| 0.837|12.832| 0.499|    |   |         |
024026|14.530| 1.552| 0.535| 0.436|      |      |      |      |14.520| 1.317|12.224| 0.736|    |   |295.09354|+40.32211
025026|14.576| 0.969| 0.575| 1.143|      |      |      |      |14.526| 1.014|12.675| 0.623|    |   |295.22204|+39.99694
026026|14.589| 0.758| 0.402| 0.807|      |      |      |      |14.530| 0.735|13.213| 0.387|    |   |295.56617|+40.29472
029026|14.854| 1.189| 0.659| 1.184|      |      |      |      |14.760| 1.213|12.587| 0.719|    |   |         |
030026|      |      |      |      |      |      |      |      |14.909| 0.765|13.585| 0.378|    |   |         |
031026|      |      |      |      |      |      |      |      |14.974| 0.589|13.749| 0.317|    |   |295.16833|+40.01864
032026|      |      |      |      |      |      |      |      |15.104| 0.583|13.912| 0.255|    |   |         |
033026|      |      |      |      |      |      |      |      |15.002| 0.568|13.926| 0.250|    |   |         |
034026|      |      |      |      |14.968| 0.598|      |      |14.974| 0.603|13.770| 0.427|    |   |295.12567|+40.34256
035026|      |      |      |      |      |      |      |      |14.972| 1.108|13.020| 0.630|    |   |         |
036026|15.045| 0.590| 0.340| 0.673|15.051| 0.570|      |      |14.960| 0.637|13.862| 0.292|    |   |295.50746|+40.35494
037026|15.059| 0.566| 0.348| 0.731|15.080| 0.585|      |      |15.077| 0.575|13.810| 0.370|    |   |295.50042|+40.03194
039026|15.232| 0.525| 0.225| 0.590|      |      |      |      |15.199| 0.528|14.116| 0.195|    |   |295.56708|+40.30311
040026|      |      |      |      |      |      |      |      |15.269| 0.673|13.925| 0.377|    |   |         |
045026|      |      |      |      |15.357| 1.007|      |      |15.338| 1.021|13.069| 0.532|    |   |295.14867|+40.03308
046026|15.442| 0.879| 0.435| 0.781|      |      |      |      |15.386| 0.854|13.857| 0.434|    |   |295.55058|+40.32419
047026|      |      |      |      |15.490| 0.682|      |      |15.432| 0.749|      |      |    |   |295.14921|+40.03317
050026|      |      |      |      |      |      |      |      |15.589| 1.109|13.498| 0.715|    |   |         |
051026|      |      |      |      |      |      |      |      |15.457| 1.069|13.380| 0.769|    |   |         |
053026|15.761| 0.795| 0.367| 0.774|15.680| 0.756|      |      |15.678| 0.768|14.290| 0.428|    |   |295.11817|+40.33733
058026|15.770| 0.684| 0.430| 0.874|      |      |      |      |15.744| 0.621|14.307| 0.398|    |   |295.45754|+40.01300
063026|15.976| 0.786| 0.440| 0.956|      |      |      |      |15.966| 0.810|14.364| 0.487|    |   |         |
064026|      |      |      |      |15.981| 0.838|      |      |16.007| 0.846|14.417| 0.411|    |   |         |
073026|16.086| 0.778| 0.382| 0.514|      |      |      |      |16.128| 1.274|14.686| 0.497|    |   |         |
083026|16.189| 0.658| 0.345| 0.764|16.248| 0.629|      |      |16.228| 0.640|14.890| 0.237|    |   |295.51567|+40.04639
087026|16.312| 0.753| 0.408| 0.848|      |      |      |      |16.320| 0.778|14.817| 0.269|    |   |295.42412|+39.99983
003027|12.783| 0.815| 0.259| 0.727|12.824| 0.715|      |      |      |      |11.498| 0.405|    |   |295.55704|+40.32111
005027|      |      |      |      |      |      |      |      |14.566| 0.268|10.902| 0.901|    |   |         |
010027|      |      |      |      |      |      |      |      |14.354| 0.567|13.282| 0.314|    |   |         |
011027|      |      |      |      |      |      |      |      |14.520| 0.656|13.276| 0.344|    |   |295.14567|+40.36872
012027|14.620| 1.444| 0.716| 1.379|      |      |      |      |14.618| 1.388|12.178| 0.814|    |   |295.53975|+40.05075
014027|      |      |      |      |      |      |      |      |14.606| 0.820|13.231| 0.430|    |   |295.14425|+40.36869
019027|      |      |      |      |      |      |      |      |14.712| 1.000|12.930| 0.621|    |   |295.15146|+40.37214
020027|      |      |      |      |      |      |      |      |15.040| 0.580|13.852| 0.329|    |   |         |
021027|      |      |      |      |      |      |      |      |15.084| 1.019|13.097| 0.652|    |   |         |
025027|      |      |      |      |      |      |      |      |15.266| 0.560|14.062| 0.288|    |   |         |
028027|15.227| 0.638| 0.329| 0.727|      |      |      |      |15.246| 0.621|13.967| 0.308|    |   |295.56442|+40.07858
029027|      |      |      |      |15.294| 0.699|      |      |15.230| 0.751|13.982| 0.387|    |   |295.53200|+40.34936
030027|15.296| 0.598| 0.376| 0.756|      |      |      |      |15.280| 0.627|13.972| 0.266|    |   |295.55712|+40.06075
032027|      |      |      |      |      |      |      |      |15.457| 1.164|13.367| 0.666|    |   |         |
042027|      |      |      |      |15.713| 0.676|      |      |15.699| 0.687|14.336| 0.292|    |   |295.12400|+40.35731
043027|      |      |      |      |      |      |      |      |16.173| 0.485|14.553| 0.312|    |   |295.13846|+40.02131
055027|      |      |      |      |16.014| 0.663|      |      |16.028| 0.691|14.583| 0.315|    |   |295.13058|+40.03522
076027|16.288| 0.733| 0.434| 0.883|      |      |      |      |16.279| 0.742|14.720| 0.420|    |   |295.56667|+40.07458
082027|16.257| 0.816| 0.465| 0.935|16.328| 0.794|      |      |16.261| 0.824|14.629| 0.435|    |   |         |
083027|16.337| 0.672| 0.373| 0.757|      |      |      |      |16.332| 0.681|14.983| 0.142|    |   |295.20812|+39.99292
084027|16.342| 0.752| 0.468| 0.908|      |      |      |      |16.244| 0.780|14.874| 0.546|    |   |295.51671|+40.36194
101027|16.631| 0.758| 0.467| 0.940|      |      |      |      |16.593| 0.800|14.889| 0.354|    |   |         |
010028|13.310| 0.429| 0.217| 0.454|      |      |      |      |      |      |12.502| 0.198|    |   |295.55546|+40.04853
012028|      |      |      |      |      |      |      |      |14.305| 0.835|10.264| 1.083|    |   |         |
015028|13.797| 1.332| 0.696| 1.380|13.829| 1.348|      |      |      |      |11.466| 0.846|    |   |295.53075|+40.02786
017028|      |      |      |      |      |      |      |      |14.254| 0.721|12.937| 0.362|    |   |295.45467|+39.99222
018028|      |      |      |      |      |      |      |      |14.097| 1.341|11.829| 0.825|    |   |295.52283|+40.36875
022028|14.626| 0.779| 0.397| 0.846|      |      |      |      |14.632| 0.815|13.243| 0.457|    |   |295.18400|+39.99369
027028|      |      |      |      |      |      |      |      |15.159| 0.686|13.825| 0.324|    |   |         |
028028|15.056| 1.433| 0.730| 1.398|      |      |      |      |15.050| 1.385|12.613| 0.820|    |   |295.56496|+40.05603
029028|15.086| 0.795| 0.374| 0.606|      |      |      |      |15.037| 0.803|13.716| 0.488|    |   |295.54350|+40.35583
032028|15.226| 0.708| 0.440| 0.794|      |      |      |      |14.989| 0.713|13.598| 0.371|    |   |         |
033028|15.248| 0.780| 0.435| 0.924|      |      |      |      |15.170| 0.791|13.700| 0.416|    |   |295.55879|+40.33736
036028|      |      |      |      |      |      |      |      |15.537| 0.631|14.318| 0.235|    |   |         |
037028|15.317| 0.606| 0.318| 0.619|15.349| 0.573|      |      |15.287| 0.601|14.117| 0.289|    |   |295.55817|+40.33972
039028|      |      |      |      |      |      |      |      |15.695| 0.722|14.265| 0.325|    |   |295.08875|+40.05392
041028|15.497| 0.572| 0.326| 0.707|      |      |      |      |15.496| 0.596|14.271| 0.323|    |   |295.49037|+40.00244
045028|15.630| 0.795| 0.351|      |      |      |      |      |15.634| 0.746|14.179| 0.422|    |   |295.08842|+40.34222
046028|      |      |      |      |15.633| 1.104|      |      |15.642| 1.138|13.571| 0.635|    |   |         |
047028|      |      |      |      |      |      |      |      |15.733| 0.593|13.884| 0.549|    |   |         |
055028|15.804| 0.618| 0.352| 0.730|15.815| 0.624|      |      |15.807| 0.628|14.505| 0.401|    |   |295.52187|+40.02306
062028|      |      |      |      |15.925| 0.730|      |      |15.933| 0.769|14.488| 0.309|    |   |295.10421|+40.03722
067028|16.003| 0.695| 0.411| 0.924|      |      |      |      |15.917| 0.735|      |      |    |   |295.57200|+40.06725
105028|16.563| 0.730| 0.379|      |      |      |      |      |16.380| 0.721|15.026| 0.230|    |   |         |
009029|      |      |      |      |      |      |      |      |      |      |10.609| 0.992|    |   |         |
010029|      |      |      |      |      |      |      |      |      |      |12.421| 0.329|    |   |         |
015029|      |      |      |      |      |      |      |      |14.070| 1.355|11.728| 0.770|    |   |         |
020029|14.445| 0.671| 0.331| 0.776|      |      |      |      |14.456| 0.658|13.159| 0.297|    |   |295.51412|+40.00539
021029|      |      |      |      |      |      |      |      |14.494| 0.634|13.254| 0.347|    |   |295.09317|+40.03525
024029|      |      |      |      |      |      |      |      |14.496| 0.741|13.206| 0.404|    |   |295.11137|+40.37339
026029|      |      |      |      |      |      |      |      |14.900| 0.760|13.518| 0.331|    |   |         |
028029|14.795| 0.563| 0.267| 0.641|      |      |      |      |14.795| 0.563|13.728| 0.288|    |   |295.52458|+40.01525
030029|      |      |      |      |      |      |      |      |14.899| 0.839|13.527| 0.406|    |   |295.08800|+40.35136
034029|      |      |      |      |      |      |      |      |15.122| 0.638|13.951| 0.296|    |   |         |
039029|      |      |      |      |      |      |      |      |15.213| 0.921|13.712| 0.447|    |   |         |
050029|      |      |      |      |      |      |      |      |15.596| 1.090|13.447| 0.718|    |   |         |
068029|      |      |      |      |      |      |      |      |15.873| 0.585|14.616| 0.350|    |   |295.11354|+40.02194
069029|      |      |      |      |      |      |      |      |15.757| 0.728|14.405| 0.436|    |   |         |
096029|16.259| 0.867| 0.363| 0.237|      |      |      |      |16.227| 0.748|14.719| 0.389|    |   |         |
101029|16.439| 0.646| 0.393| 0.853|      |      |      |      |16.417| 0.678|15.053| 0.460|    |   |295.52712|+40.01422
006030|      |      |      |      |      |      |      |      |12.990| 1.205|11.040| 0.700|    |   |         |
014030|      |      |      |      |      |      |      |      |13.950| 1.303|11.799| 0.728|    |   |         |
025030|      |      |      |      |      |      |      |      |14.466| 0.815|13.069| 0.420|    |   |         |
026030|      |      |      |      |      |      |      |      |14.736| 0.637|13.535| 0.240|    |   |         |
027030|14.528| 0.750| 0.355| 0.760|      |      |      |      |14.522| 0.719|13.206| 0.422|    |   |295.54362|+40.01947
029030|      |      |      |      |      |      |      |      |14.806| 0.596|13.554| 0.287|    |   |         |
030030|14.676| 0.642| 0.395| 0.813|      |      |      |      |14.670| 0.708|13.311| 0.358|    |   |295.11487|+40.01364
031030|      |      |      |      |      |      |      |      |14.795| 0.716|13.482| 0.352|    |   |         |
033030|14.769| 1.157| 0.617| 1.194|      |      |      |      |14.772| 1.172|12.653| 0.749|    |   |295.10712|+40.01314
038030|      |      |      |      |      |      |      |      |14.946| 0.589|13.883| 0.242|    |   |         |
043030|      |      |      |      |      |      |      |      |14.849| 0.675|13.584| 0.408|    |   |         |
046030|      |      |      |      |      |      |      |      |15.119| 0.885|13.370| 0.510|    |   |         |
047030|      |      |      |      |      |      |      |      |15.031| 0.490|14.046| 0.239|    |   |         |
049030|      |      |      |      |      |      |      |      |14.994| 1.059|13.032| 0.688|    |   |         |
050030|15.159| 0.881| 0.534| 1.075|      |      |      |      |15.086| 0.942|13.399| 0.543|    |   |295.54617|+40.01647
054030|      |      |      |      |      |      |      |      |15.452| 1.120|13.441| 0.564|    |   |         |
056030|15.355| 0.679| 0.360| 0.791|      |      |      |      |15.323| 0.692|13.995| 0.373|    |   |295.51937|+39.99742
078030|15.925| 0.663| 0.332| 0.815|      |      |      |      |15.916| 0.658|14.607| 0.493|    |   |295.53646|+40.01247
084030|16.020| 0.802| 0.436| 0.955|      |      |      |      |15.995| 0.801|14.396| 0.536|    |   |295.55696|+40.02728
115030|16.370| 0.712| 0.393| 0.882|      |      |      |      |16.352| 0.742|14.935| 0.501|    |   |295.53108|+40.01044
004031|      |      |      |      |      |      |      |      |      |      |11.152| 0.580|    |   |         |
007031|      |      |      |      |      |      |      |      |      |      |11.614| 0.627|    |   |         |
011031|      |      |      |      |      |      |      |      |14.028| 0.683|12.764| 0.340|    |   |         |
014031|      |      |      |      |      |      |      |      |14.147| 0.909|12.542| 0.486|    |   |         |
015031|      |      |      |      |      |      |      |      |14.288| 0.620|13.092| 0.277|    |   |         |
016031|      |      |      |      |      |      |      |      |14.327| 1.511|11.696| 0.908|    |   |295.56646|+40.02578
019031|      |      |      |      |      |      |      |      |14.489| 0.550|13.468| 0.290|    |   |         |
025031|      |      |      |      |      |      |      |      |14.804| 0.680|13.582| 0.351|    |   |         |
029031|      |      |      |      |      |      |      |      |14.799| 0.692|13.540| 0.430|    |   |         |
040031|15.292| 0.801| 0.434| 0.865|      |      |      |      |15.232| 0.800|13.796| 0.438|    |   |295.57017|+40.02717
004032|      |      |      |      |      |      |      |      |14.330| 0.508|10.043| 1.041|    |   |         |
013032|      |      |      |      |      |      |      |      |14.156| 0.718|12.803| 0.373|    |   |         |
016032|      |      |      |      |      |      |      |      |14.250| 0.668|13.030| 0.357|    |   |         |
018032|      |      |      |      |      |      |      |      |14.417| 0.657|13.098| 0.356|    |   |         |
020032|      |      |      |      |      |      |      |      |14.594| 0.587|13.408| 0.300|    |   |         |
022032|      |      |      |      |      |      |      |      |14.571| 0.993|12.885| 0.538|    |   |         |
028032|      |      |      |      |      |      |      |      |14.900| 0.588|13.753| 0.252|    |   |         |
032032|      |      |      |      |      |      |      |      |14.850| 1.024|13.008| 0.599|    |   |         |
034032|      |      |      |      |      |      |      |      |14.697| 0.734|13.505| 0.403|    |   |         |
046032|      |      |      |      |      |      |      |      |15.288| 0.689|14.030| 0.337|    |   |         |
048032|      |      |      |      |      |      |      |      |15.339| 1.162|13.287| 0.677|    |   |         |
105032|16.351| 0.685| 0.379| 0.907|      |      |      |      |16.264| 0.707|14.831| 0.367|    |   |295.56450|+40.01344
012033|      |      |      |      |      |      |      |      |14.125| 0.837|12.572| 0.485|    |   |         |
013033|      |      |      |      |      |      |      |      |13.985| 0.602|12.992| 0.350|    |   |         |
015033|      |      |      |      |      |      |      |      |14.402| 0.486|13.408| 0.242|    |   |         |
017033|      |      |      |      |      |      |      |      |14.317| 1.170|12.313| 0.707|    |   |         |
024033|      |      |      |      |      |      |      |      |14.560| 0.761|13.117| 0.441|    |   |         |
026033|      |      |      |      |      |      |      |      |14.508| 0.516|13.514| 0.327|    |   |         |
030033|      |      |      |      |      |      |      |      |14.768| 0.980|12.887| 0.621|    |   |         |
031033|      |      |      |      |      |      |      |      |14.748| 0.758|13.226| 0.492|    |   |         |
033033|      |      |      |      |      |      |      |      |15.189| 0.570|14.058| 0.209|    |   |         |
036033|      |      |      |      |      |      |      |      |15.281| 0.602|14.146| 0.218|    |   |         |
037033|      |      |      |      |      |      |      |      |15.102| 0.612|13.931| 0.306|    |   |         |
015034|      |      |      |      |      |      |      |      |14.169| 0.612|12.938| 0.355|    |   |         |
019034|      |      |      |      |      |      |      |      |14.604| 0.901|12.873| 0.501|    |   |         |
024034|      |      |      |      |      |      |      |      |14.577| 0.694|13.178| 0.421|    |   |         |
036034|      |      |      |      |      |      |      |      |15.022| 0.769|13.581| 0.402|    |   |         |
040034|      |      |      |      |      |      |      |      |15.222| 1.184|13.024| 0.674|    |   |         |
045034|      |      |      |      |      |      |      |      |15.247| 0.682|13.896| 0.350|    |   |         |
051034|      |      |      |      |      |      |      |      |15.079| 0.581|13.963| 0.377|    |   |         |
012035|      |      |      |      |      |      |      |      |14.273| 0.512|13.339| 0.228|    |   |         |
016035|      |      |      |      |      |      |      |      |14.693| 0.620|13.447| 0.284|    |   |         |
020035|      |      |      |      |      |      |      |      |14.708| 0.738|13.288| 0.387|    |   |         |
024035|      |      |      |      |      |      |      |      |14.863| 1.171|12.782| 0.664|    |   |         |
026035|      |      |      |      |      |      |      |      |14.738| 0.776|13.345| 0.438|    |   |         |
020036|      |      |      |      |      |      |      |      |14.110| 0.552|13.030| 0.303|    |   |         |
022036|      |      |      |      |      |      |      |      |14.047| 0.684|12.765| 0.419|    |   |         |
029036|      |      |      |      |      |      |      |      |14.532| 0.706|13.239| 0.361|    |   |         |
033036|      |      |      |      |      |      |      |      |14.562| 0.679|13.325| 0.372|    |   |         |
034036|      |      |      |      |      |      |      |      |14.691| 0.793|13.386| 0.357|    |   |         |
036036|      |      |      |      |      |      |      |      |15.066| 0.602|13.900| 0.209|    |   |         |
058036|      |      |      |      |      |      |      |      |15.486| 0.976|13.559| 0.616|    |   |         |
017037|      |      |      |      |      |      |      |      |14.266| 0.619|13.136| 0.321|    |   |         |
020037|      |      |      |      |      |      |      |      |14.571| 0.703|13.021| 0.452|    |   |         |
024037|      |      |      |      |      |      |      |      |14.746| 0.726|13.427| 0.387|    |   |         |
025037|      |      |      |      |      |      |      |      |14.740| 0.592|13.563| 0.338|    |   |         |
028037|      |      |      |      |      |      |      |      |14.824| 0.879|13.306| 0.495|    |   |         |
014038|      |      |      |      |      |      |      |      |13.895| 0.502|12.752| 0.323|    |   |         |
015038|      |      |      |      |      |      |      |      |14.450| 0.592|13.189| 0.189|    |   |         |
020038|      |      |      |      |      |      |      |      |14.573| 1.069|12.576| 0.659|    |   |         |
022038|      |      |      |      |      |      |      |      |14.419| 0.505|13.435| 0.338|    |   |         |
